order_id,customer_id,order_date,status,region_code,is_guest
O001113,C0235,2024-02-11,DELIVERED,WEST,0
O001114,C0263,2026-01-12,DELIVERED,SOUTH,0
O001115,C0487,2026-02-03,CANCELLED,NORTH,0
O001116,C0407,2024-07-15,SHIPPED,NORTH,0
O001117,C0192,2025-08-10,SHIPPED,EAST,0
O001118,,2025-11-18,CANCELLED,SOUTH,1
O001119,C0010,2026-03-11,PLACED,NORTH,0
O001120,,2024-08-18,RETURNED,WEST,1
O001121,C0302,2025-03-06,DELIVERED,EAST,0
O001122,C0175,2024-11-23,SHIPPED,CENTRAL,0
O001123,C0358,2024-06-23,DELIVERED,WEST,0
O001124,C0288,2024-12-19,PLACED,WEST,0
O001125,,2025-04-23,CANCELLED,NORTH,1
O001126,C0385,2024-10-17,SHIPPED,WEST,0
O001127,C0311,2026-05-20,PLACED,SOUTH,0
O001128,C0443,2024-06-11,PLACED,SOUTH,0
O001129,C0215,2026-07-11,PLACED,CENTRAL,0
O001130,C0275,2025-06-29,CANCELLED,SOUTH,0
O001131,C0474,2026-06-13,CANCELLED,SOUTH,0
O001132,C0350,2024-04-10,DELIVERED,CENTRAL,0
O001133,C0115,2024-05-21,CANCELLED,NORTH,0
O001134,C0167,2025-09-16,PLACED,NORTH,0
O001135,C0381,2025-09-07,SHIPPED,WEST,0
O001136,C0189,2026-01-10,PLACED,SOUTH,0
O001137,C0151,2024-03-07,RETURNED,WEST,0
O001138,C0124,2026-03-26,PLACED,SOUTH,0
O001139,C0126,2025-04-18,CANCELLED,CENTRAL,0
O001140,C0241,2026-06-01,RETURNED,NORTH,0
O001141,C0367,2026-03-06,DELIVERED,EAST,0
O001142,C0416,2025-02-11,RETURNED,WEST,0
O001143,C0220,2026-03-17,DELIVERED,SOUTH,0
O001144,C0188,2025-02-26,PLACED,NORTH,0
O001145,C0169,2025-10-19,PLACED,EAST,0
O001146,C0152,2025-12-06,RETURNED,NORTH,0
O001147,C0390,2024-05-23,PLACED,EAST,0
O001148,C0158,2026-01-03,PLACED,SOUTH,0
O001149,C0381,2026-04-04,SHIPPED,NORTH,0
O001150,C0436,2024-08-04,RETURNED,CENTRAL,0
O001151,C0208,2025-05-03,RETURNED,EAST,0
O001152,C0268,2025-01-18,CANCELLED,SOUTH,0
O001153,C0248,2026-07-07,SHIPPED,SOUTH,0
O001154,C0077,2024-10-11,CANCELLED,WEST,0
O001155,C0292,2025-10-15,RETURNED,SOUTH,0
O001156,C0380,2024-07-26,RETURNED,NORTH,0
O001157,C0139,2025-07-20,DELIVERED,WEST,0
O001158,C0291,2025-06-19,SHIPPED,SOUTH,0
O001159,C0354,2026-01-04,DELIVERED,SOUTH,0
O001160,C0376,2026-04-30,SHIPPED,SOUTH,0
O001161,C0125,2025-08-22,DELIVERED,EAST,0
O001162,C0405,2025-10-11,DELIVERED,CENTRAL,0
O001163,C0302,2024-08-08,DELIVERED,WEST,0
O001164,C0399,2025-10-20,DELIVERED,EAST,0
O001165,C0387,2025-02-20,RETURNED,EAST,0
O001166,C0488,2025-10-22,RETURNED,CENTRAL,0
O001167,C0159,2025-10-02,PLACED,CENTRAL,0
O001168,C0241,2025-05-22,CANCELLED,EAST,0
O001169,C0327,2025-12-04,SHIPPED,EAST,0
O001170,C0257,2024-11-08,RETURNED,SOUTH,0
O001171,C0293,2025-11-19,SHIPPED,CENTRAL,0
O001172,C0340,2024-06-09,CANCELLED,EAST,0
O001173,C0118,2024-09-26,PLACED,EAST,0
O001174,C0425,2026-02-02,DELIVERED,WEST,0
O001175,C0029,2025-02-22,DELIVERED,SOUTH,0
O001176,C0107,2025-11-08,CANCELLED,EAST,0
O001177,C0286,2025-07-27,PLACED,NORTH,0
O001178,C0039,2024-09-05,DELIVERED,WEST,0
O001179,C0353,2025-12-24,DELIVERED,NORTH,0
O001180,C0328,2024-12-16,SHIPPED,NORTH,0
O001181,C0167,2026-03-04,RETURNED,SOUTH,0
O001182,C0288,2024-03-31,RETURNED,CENTRAL,0
O001183,C0419,2024-10-25,PLACED,EAST,0
O001184,C0464,2026-03-02,CANCELLED,EAST,0
O001185,C0171,2024-07-22,DELIVERED,SOUTH,0
O001186,C0062,2025-10-19,RETURNED,NORTH,0
O001187,C0468,2025-06-08,PLACED,CENTRAL,0
O001188,C0252,2024-10-16,RETURNED,NORTH,0
O001189,C0273,2024-06-11,RETURNED,SOUTH,0
O001190,C0385,2024-03-15,SHIPPED,EAST,0
O001191,C0038,2024-07-05,CANCELLED,NORTH,0
O001192,C0206,2025-08-11,PLACED,WEST,0
O001193,C0078,2024-09-22,SHIPPED,CENTRAL,0
O001194,C0474,2024-12-29,SHIPPED,SOUTH,0
O001195,C0158,2024-07-04,SHIPPED,CENTRAL,0
O001196,C0179,2024-03-11,PLACED,SOUTH,0
O001197,C0218,2024-10-04,CANCELLED,NORTH,0
O001198,,2025-01-19,CANCELLED,WEST,1
O001199,C0102,2024-07-29,RETURNED,CENTRAL,0
O001200,C0371,2025-06-12,RETURNED,EAST,0
O001201,C0384,2024-11-20,CANCELLED,EAST,0
O001202,C0261,2024-04-24,DELIVERED,EAST,0
O001203,C0185,2024-11-13,DELIVERED,WEST,0
O001204,,2025-04-27,SHIPPED,SOUTH,1
O001205,C0290,2024-01-10,DELIVERED,CENTRAL,0
O001206,C0411,2024-08-02,SHIPPED,WEST,0
O001207,C0089,2024-06-27,SHIPPED,EAST,0
O001208,C0451,2024-04-22,PLACED,EAST,0
O001209,,2024-11-24,SHIPPED,WEST,1
O001210,C0024,2025-07-06,DELIVERED,EAST,0
O001211,C0460,2024-08-16,CANCELLED,CENTRAL,0
O001213,C0166,2025-11-03,CANCELLED,CENTRAL,0
O001214,C0101,2024-05-08,DELIVERED,NORTH,0
O001215,C0368,2025-02-17,PLACED,EAST,0
O001216,C0364,2025-04-18,SHIPPED,EAST,0
O001217,C0217,2025-01-18,CANCELLED,NORTH,0
O001218,C0407,2024-07-21,SHIPPED,SOUTH,0
O001219,,2024-11-26,RETURNED,WEST,1
O001220,C0232,2024-08-07,RETURNED,EAST,0
O001221,C0173,2026-07-02,CANCELLED,NORTH,0
O001222,C0343,2026-05-26,DELIVERED,CENTRAL,0
O001223,C0065,2024-04-06,PLACED,SOUTH,0
O001224,C0448,2024-12-21,RETURNED,SOUTH,0
O001225,C0204,2026-04-19,SHIPPED,NORTH,0
O001226,C0102,2026-01-21,RETURNED,CENTRAL,0
O001227,C0025,2026-03-30,SHIPPED,EAST,0
O001228,C0082,2024-04-12,SHIPPED,CENTRAL,0
O001229,C0483,2025-09-16,CANCELLED,EAST,0
O001230,C0200,2026-07-11,PLACED,NORTH,0
O001231,C0039,2024-09-14,RETURNED,NORTH,0
O001232,C0031,2026-02-12,SHIPPED,WEST,0
O001233,C0403,2024-06-12,DELIVERED,SOUTH,0
O001234,C0494,2024-10-09,SHIPPED,SOUTH,0
O001235,C0228,2024-05-25,PLACED,CENTRAL,0
O001236,C0053,2026-03-01,DELIVERED,CENTRAL,0
O001237,C0381,2025-09-16,PLACED,EAST,0
O001238,C0487,2024-02-11,RETURNED,SOUTH,0
O001239,C0449,2025-12-27,DELIVERED,NORTH,0
O001240,C0375,2025-09-09,CANCELLED,WEST,0
O001241,C0216,2024-02-28,PLACED,EAST,0
O001242,C0328,2025-06-04,DELIVERED,NORTH,0
O001243,C0366,2026-04-05,PLACED,NORTH,0
O001244,C0400,2026-04-26,RETURNED,WEST,0
O001245,C0022,2025-09-08,DELIVERED,NORTH,0
O001246,C0495,2026-02-21,CANCELLED,NORTH,0
O001247,C0178,2025-10-24,CANCELLED,WEST,0
O001248,C0343,2024-01-27,PLACED,WEST,0
O001249,C0411,2024-01-30,PLACED,EAST,0
O001250,C0499,2024-09-11,PLACED,SOUTH,0
O001251,C0108,2025-07-25,PLACED,SOUTH,0
O001252,C0433,2025-05-26,SHIPPED,EAST,0
O001253,C0425,2024-11-09,CANCELLED,SOUTH,0
O001254,C0388,2025-01-26,CANCELLED,EAST,0
O001255,C0387,2024-06-12,RETURNED,CENTRAL,0
O001256,C0152,2026-02-13,DELIVERED,NORTH,0
O001257,C0365,2025-09-04,PLACED,CENTRAL,0
O001258,C0182,2025-02-10,PLACED,CENTRAL,0
O001259,C0292,2024-03-25,SHIPPED,EAST,0
O001260,C0014,2025-05-21,CANCELLED,SOUTH,0
O001261,C0075,2024-01-13,CANCELLED,WEST,0
O001262,C0285,2025-07-18,CANCELLED,CENTRAL,0
O001263,C0455,2026-07-12,PLACED,WEST,0
O001264,C0190,2025-01-08,SHIPPED,EAST,0
O001265,C0441,2026-04-27,RETURNED,WEST,0
O001266,C0275,2024-11-17,RETURNED,SOUTH,0
O001267,C0239,2024-10-02,CANCELLED,NORTH,0
O001268,,2024-06-24,SHIPPED,NORTH,1
O001269,C0350,2024-12-28,DELIVERED,CENTRAL,0
O001270,C0252,2025-03-17,CANCELLED,EAST,0
O001271,C0276,2025-12-14,CANCELLED,SOUTH,0
O001272,C0393,2025-07-06,DELIVERED,EAST,0
O001273,C0301,2024-05-02,SHIPPED,SOUTH,0
O001274,C0128,2025-09-07,CANCELLED,NORTH,0
O001275,C0170,2024-04-01,CANCELLED,WEST,0
O001276,C0357,2025-04-30,CANCELLED,EAST,0
O001277,C0256,2024-04-02,DELIVERED,EAST,0
O001278,C0232,2026-02-08,RETURNED,NORTH,0
O001279,C0350,2025-01-17,PLACED,WEST,0
O001280,C0157,2024-01-29,SHIPPED,SOUTH,0
O001281,C0326,2025-09-27,SHIPPED,CENTRAL,0
O001282,C0192,2025-08-10,RETURNED,SOUTH,0
O001283,C0417,2026-04-18,DELIVERED,EAST,0
O001284,C0479,2024-10-25,DELIVERED,WEST,0
O001285,C0099,2025-09-09,RETURNED,WEST,0
O001286,C0402,2025-04-03,SHIPPED,SOUTH,0
O001287,C0492,2026-04-17,CANCELLED,CENTRAL,0
O001288,C0051,2026-05-18,RETURNED,CENTRAL,0
O001289,C0268,2025-02-07,SHIPPED,EAST,0
O001290,C0484,2025-10-03,DELIVERED,EAST,0
O001291,C0288,2025-05-10,DELIVERED,CENTRAL,0
O001292,C0426,2024-02-12,RETURNED,CENTRAL,0
O001293,C0089,2025-10-18,CANCELLED,SOUTH,0
O001294,C0181,2025-07-04,RETURNED,SOUTH,0
O001295,C0261,2025-01-14,SHIPPED,SOUTH,0
O001296,C0365,2024-11-23,DELIVERED,NORTH,0
O001297,C0473,2025-01-25,SHIPPED,EAST,0
O001298,C0091,2025-02-03,SHIPPED,CENTRAL,0
O001299,C0127,2025-09-28,PLACED,SOUTH,0
O001300,C0482,2026-06-18,CANCELLED,WEST,0
O001301,C0143,2026-05-12,CANCELLED,NORTH,0
O001302,C0357,2026-02-24,DELIVERED,SOUTH,0
O001303,C0462,2026-03-21,PLACED,WEST,0
O001304,C0146,2025-07-03,CANCELLED,SOUTH,0
O001305,C0487,2024-03-29,CANCELLED,WEST,0
O001306,C0056,2024-04-24,DELIVERED,SOUTH,0
O001307,C0224,2025-09-22,RETURNED,SOUTH,0
O001308,C0394,2024-08-03,PLACED,SOUTH,0
O001309,C0180,2025-04-18,PLACED,CENTRAL,0
O001310,C0033,2024-08-18,CANCELLED,NORTH,0
O001311,C0432,2024-09-08,PLACED,NORTH,0
O001312,C0058,2025-12-02,PLACED,EAST,0
O001313,C0020,2024-05-26,DELIVERED,WEST,0
O001314,C0394,2025-08-03,DELIVERED,NORTH,0
O001315,C0333,2026-04-23,RETURNED,WEST,0
O001316,C0231,2026-02-05,CANCELLED,WEST,0
O001317,C0471,2026-07-09,SHIPPED,WEST,0
O001318,C0132,2026-06-22,DELIVERED,WEST,0
O001319,C0211,2025-12-28,PLACED,SOUTH,0
O001320,C0483,2025-02-19,CANCELLED,WEST,0
O001321,C0187,2024-12-11,SHIPPED,SOUTH,0
O001322,C0292,2024-07-18,CANCELLED,CENTRAL,0
O001323,C0442,2026-02-21,CANCELLED,NORTH,0
O001324,C0278,2025-10-29,CANCELLED,NORTH,0
O001325,C0103,2024-08-10,CANCELLED,SOUTH,0
O001326,,2025-03-29,RETURNED,SOUTH,1
O001327,C0329,2025-02-15,SHIPPED,SOUTH,0
O001328,C0391,2025-05-13,DELIVERED,NORTH,0
O001329,C0403,2024-03-07,DELIVERED,EAST,0
O001330,C0477,2026-07-12,DELIVERED,EAST,0
O001331,C0320,2024-11-19,PLACED,EAST,0
O001332,C0052,2026-04-01,RETURNED,CENTRAL,0
O001333,C0210,2024-06-11,SHIPPED,NORTH,0
O001334,C0340,2024-05-30,CANCELLED,WEST,0
O001335,C0245,2024-06-23,CANCELLED,CENTRAL,0
O001336,C0293,2024-07-05,PLACED,EAST,0
O001337,C0044,2026-06-26,SHIPPED,NORTH,0
O001338,C0479,2026-03-20,DELIVERED,EAST,0
O001339,C0309,2026-03-29,PLACED,EAST,0
O001340,C0099,2025-06-09,SHIPPED,NORTH,0
O001341,C0333,2024-09-01,PLACED,WEST,0
O001342,C0338,2024-03-23,DELIVERED,CENTRAL,0
O001343,C0010,2024-11-05,PLACED,WEST,0
O001344,C0172,2025-01-10,PLACED,SOUTH,0
O001345,C0483,2024-12-20,CANCELLED,NORTH,0
O001346,C0413,2025-11-13,SHIPPED,NORTH,0
O001347,C0125,2024-03-17,DELIVERED,NORTH,0
O001348,,2026-01-10,CANCELLED,EAST,1
O001349,C0403,2025-11-11,DELIVERED,SOUTH,0
O001350,C0047,2026-01-05,DELIVERED,NORTH,0
O001351,C0199,2024-11-24,CANCELLED,CENTRAL,0
O001352,C0362,2024-07-09,CANCELLED,SOUTH,0
O001353,C0260,2024-01-07,RETURNED,SOUTH,0
O001354,C0359,2024-05-06,SHIPPED,SOUTH,0
O001355,C0203,2025-10-12,SHIPPED,WEST,0
O001356,C0129,2026-04-24,PLACED,EAST,0
O001357,C0387,2024-06-14,RETURNED,WEST,0
O001358,C0041,2025-11-21,DELIVERED,EAST,0
O001359,C0302,2026-02-28,DELIVERED,CENTRAL,0
O001360,C0135,2026-01-14,CANCELLED,EAST,0
O001361,C0391,2025-05-15,DELIVERED,EAST,0
O001362,C0210,2025-04-21,CANCELLED,WEST,0
O001363,C0445,2026-07-09,DELIVERED,SOUTH,0
O001364,C0404,2024-11-20,CANCELLED,SOUTH,0
O001365,C0078,2025-08-30,PLACED,EAST,0
O001366,C0102,2024-01-23,PLACED,SOUTH,0
O001367,C0098,2025-05-13,CANCELLED,NORTH,0
O001368,C0181,2024-04-18,SHIPPED,CENTRAL,0
O001369,C0483,2025-05-21,SHIPPED,EAST,0
O001370,C0323,2024-11-14,PLACED,EAST,0
O001371,C0372,2025-01-17,DELIVERED,NORTH,0
O001372,C0229,2025-01-13,PLACED,WEST,0
O001373,C0403,2024-10-14,SHIPPED,EAST,0
O001374,C0401,2025-10-09,SHIPPED,WEST,0
O001375,C0289,2025-04-26,SHIPPED,CENTRAL,0
O001376,C0165,2024-03-24,PLACED,NORTH,0
O001377,C0231,2025-02-02,DELIVERED,WEST,0
O001378,C0127,2024-08-16,SHIPPED,EAST,0
O001379,C0490,2024-11-23,SHIPPED,CENTRAL,0
O001380,C0310,2024-05-03,RETURNED,EAST,0
O001381,C0128,2026-03-20,SHIPPED,SOUTH,0
O001382,,2024-01-26,SHIPPED,WEST,1
O001383,C0321,2025-01-26,PLACED,WEST,0
O001384,C0142,2024-07-21,DELIVERED,NORTH,0
O001385,C0027,2026-06-07,CANCELLED,CENTRAL,0
O001386,C0014,2025-10-05,DELIVERED,EAST,0
O001387,C0166,2025-08-02,SHIPPED,WEST,0
O001388,C0033,2024-03-10,DELIVERED,EAST,0
O001389,C0498,2024-12-31,RETURNED,NORTH,0
O001390,C0269,2025-03-02,SHIPPED,WEST,0
O001391,C0082,2024-04-28,RETURNED,NORTH,0
O001392,C0027,2025-10-20,SHIPPED,SOUTH,0
O001393,C0489,2026-06-10,CANCELLED,NORTH,0
O001394,C0262,2026-02-22,DELIVERED,NORTH,0
O001395,,2025-08-26,RETURNED,EAST,1
O001396,C0261,2026-07-09,RETURNED,EAST,0
O001397,C0137,2025-07-23,PLACED,EAST,0
O001398,C0101,2024-11-30,CANCELLED,CENTRAL,0
O001399,C0496,2025-10-29,CANCELLED,NORTH,0
O001400,C0381,2026-06-14,SHIPPED,CENTRAL,0
O001401,C0419,2024-11-06,PLACED,SOUTH,0
O001402,C0262,2024-01-25,CANCELLED,WEST,0
O001403,C0369,2024-12-01,CANCELLED,CENTRAL,0
O001404,C0306,2024-10-19,DELIVERED,NORTH,0
O001405,C0437,2024-02-01,PLACED,WEST,0
O001406,C0196,2026-01-16,SHIPPED,WEST,0
O001407,C0380,2026-06-16,DELIVERED,NORTH,0
O001408,C0155,2024-05-25,SHIPPED,NORTH,0
O001409,C0471,2025-10-13,CANCELLED,SOUTH,0
O001410,C0008,2024-04-25,RETURNED,EAST,0
O001411,C0139,2024-01-24,DELIVERED,WEST,0
O001412,,2025-01-21,DELIVERED,CENTRAL,1
O001413,C0460,2024-02-15,CANCELLED,SOUTH,0
O001414,,2024-09-30,DELIVERED,NORTH,1
O001415,C0448,2025-07-30,SHIPPED,NORTH,0
O001416,C0147,2025-01-07,PLACED,EAST,0
O001417,C0372,2025-07-18,RETURNED,WEST,0
O001418,C0191,2025-04-23,CANCELLED,CENTRAL,0
O001419,C0209,2025-01-03,PLACED,WEST,0
O001420,C0231,2026-02-10,SHIPPED,CENTRAL,0
O001421,C0175,2025-07-07,SHIPPED,WEST,0
O001422,C0042,2026-04-23,DELIVERED,CENTRAL,0
O001423,C0003,2024-09-17,PLACED,WEST,0
O001424,C0060,2024-11-29,CANCELLED,SOUTH,0
O001425,C0296,2024-12-25,CANCELLED,SOUTH,0
O001427,C0074,2024-03-14,SHIPPED,CENTRAL,0
O001428,C0327,2024-04-08,SHIPPED,SOUTH,0
O001429,C0424,2026-03-05,PLACED,WEST,0
O001430,C0006,2025-12-15,RETURNED,CENTRAL,0
O001431,C0471,2025-05-04,CANCELLED,EAST,0
O001432,C0180,2024-02-01,DELIVERED,WEST,0
O001433,C0353,2025-08-24,DELIVERED,WEST,0
O001434,C0020,2025-05-14,SHIPPED,NORTH,0
O001435,C0233,2025-01-23,PLACED,CENTRAL,0
O001436,C0398,2025-12-21,SHIPPED,CENTRAL,0
O001437,C0442,2025-11-22,CANCELLED,EAST,0
O001438,C0357,2025-08-01,RETURNED,NORTH,0
O001439,C0358,2025-06-13,PLACED,CENTRAL,0
O001440,C0170,2025-03-12,CANCELLED,SOUTH,0
O001441,C0003,2025-01-31,DELIVERED,EAST,0
O001442,C0094,2024-08-16,CANCELLED,NORTH,0
O001443,C0052,2024-06-17,CANCELLED,WEST,0
O001444,C0188,2026-03-24,RETURNED,NORTH,0
O001445,,2025-04-30,PLACED,EAST,1
O001446,C0244,2025-02-14,DELIVERED,SOUTH,0
O001447,C0045,2025-08-07,RETURNED,EAST,0
O001448,C0245,2024-03-09,DELIVERED,SOUTH,0
O001449,C0104,2024-05-30,RETURNED,NORTH,0
O001450,C0058,2025-06-21,SHIPPED,EAST,0
O001451,C0472,2024-09-06,CANCELLED,SOUTH,0
O001452,C0051,2024-06-25,SHIPPED,SOUTH,0
O001453,C0440,2025-06-06,DELIVERED,CENTRAL,0
O001454,C0085,2024-09-09,PLACED,WEST,0
O001455,C0031,2026-02-09,PLACED,WEST,0
O001456,C0231,2025-09-12,RETURNED,WEST,0
O001457,C0331,2026-06-11,DELIVERED,WEST,0
O001458,C0308,2024-02-01,DELIVERED,EAST,0
O001459,C0143,2025-02-06,RETURNED,CENTRAL,0
O001460,C0168,2024-11-11,RETURNED,CENTRAL,0
O001461,C0473,2025-11-29,DELIVERED,WEST,0
O001462,C0500,2024-12-16,PLACED,EAST,0
O001463,C0305,2025-06-09,SHIPPED,EAST,0
O001464,C0498,2024-11-09,RETURNED,WEST,0
O001465,C0343,2025-11-05,PLACED,SOUTH,0
O001466,C0352,2025-12-03,RETURNED,CENTRAL,0
O001467,C0089,2024-04-30,PLACED,SOUTH,0
O001468,C0455,2025-10-25,RETURNED,WEST,0
O001469,C0276,2024-12-15,RETURNED,WEST,0
O001470,C0002,2024-03-09,RETURNED,CENTRAL,0
O001471,C0421,2024-10-10,CANCELLED,CENTRAL,0
O001472,C0056,2025-05-02,DELIVERED,NORTH,0
O001473,C0434,2024-03-12,CANCELLED,SOUTH,0
O001474,C0021,2026-07-01,PLACED,EAST,0
O001475,C0221,2024-09-03,RETURNED,EAST,0
O001476,C0431,2024-08-30,CANCELLED,SOUTH,0
O001477,,2025-09-23,PLACED,WEST,1
O001478,C0064,2024-04-07,SHIPPED,SOUTH,0
O001479,,2024-04-19,CANCELLED,WEST,1
O001480,C0110,2024-08-25,CANCELLED,CENTRAL,0
O001481,,2025-01-24,RETURNED,EAST,1
O001482,C0165,2024-01-22,PLACED,SOUTH,0
O001483,C0361,2024-03-20,SHIPPED,SOUTH,0
O001484,C0161,2024-12-27,RETURNED,WEST,0
O001485,C0492,2024-01-25,DELIVERED,WEST,0
O001486,C0293,2024-12-19,CANCELLED,NORTH,0
O001487,C0224,2024-09-18,SHIPPED,SOUTH,0
O001488,C0113,2026-05-24,DELIVERED,WEST,0
O001489,C0187,2024-02-19,RETURNED,NORTH,0
O001490,C0129,2024-03-22,CANCELLED,EAST,0
O001491,C0446,2024-07-09,DELIVERED,CENTRAL,0
O001492,C0027,2025-08-09,SHIPPED,EAST,0
O001493,C0281,2025-04-26,SHIPPED,CENTRAL,0
O001494,C0365,2024-03-19,DELIVERED,WEST,0
O001495,C0284,2026-02-18,DELIVERED,EAST,0
O001496,C0438,2024-06-24,DELIVERED,WEST,0
O001497,,2024-06-20,PLACED,CENTRAL,1
O001498,C0401,2024-10-12,SHIPPED,CENTRAL,0
O001500,C0282,2025-07-08,RETURNED,EAST,0
O001501,C0403,2025-09-12,CANCELLED,SOUTH,0
O001502,C0258,2026-05-28,PLACED,EAST,0
O001503,C0060,2025-09-10,CANCELLED,SOUTH,0
O001504,C0385,2024-01-17,RETURNED,SOUTH,0
O001505,C0333,2026-03-23,CANCELLED,EAST,0
O001506,C0250,2025-02-12,CANCELLED,NORTH,0
O001507,C0126,2024-05-29,CANCELLED,WEST,0
O001508,C0455,2025-10-31,RETURNED,WEST,0
O001509,C0021,2026-06-08,RETURNED,SOUTH,0
O001510,C0006,2024-04-13,SHIPPED,CENTRAL,0
O001511,C0191,2024-01-25,PLACED,EAST,0
O001512,C0189,2024-02-22,CANCELLED,CENTRAL,0
O001513,C0019,2025-11-13,SHIPPED,WEST,0
O001514,C0170,2025-11-07,SHIPPED,NORTH,0
O001515,C0316,2025-01-28,SHIPPED,SOUTH,0
O001516,C0215,2025-08-05,RETURNED,EAST,0
O001517,,2024-08-03,DELIVERED,SOUTH,1
O001518,C0240,2024-06-18,PLACED,CENTRAL,0
O001519,C0373,2025-01-16,PLACED,EAST,0
O001520,C0270,2024-06-08,RETURNED,SOUTH,0
O001521,,2026-04-14,CANCELLED,NORTH,1
O001522,C0488,2025-08-28,SHIPPED,SOUTH,0
O001523,C0451,2024-09-11,PLACED,WEST,0
O001524,C0381,2025-02-13,CANCELLED,NORTH,0
O001525,C0397,2024-11-17,CANCELLED,WEST,0
O001526,C0016,2024-12-07,CANCELLED,WEST,0
O001527,C0302,2024-08-07,SHIPPED,EAST,0
O001528,C0082,2025-09-04,DELIVERED,SOUTH,0
O001529,C0277,2025-03-14,SHIPPED,NORTH,0
O001530,C0002,2025-04-27,PLACED,CENTRAL,0
O001531,C0045,2024-02-11,DELIVERED,NORTH,0
O001532,C0315,2024-01-01,CANCELLED,NORTH,0
O001533,C0137,2025-08-30,SHIPPED,NORTH,0
O001534,C0237,2025-09-12,CANCELLED,CENTRAL,0
O001535,C0115,2025-12-06,CANCELLED,WEST,0
O001536,C0184,2025-06-05,SHIPPED,EAST,0
O001537,C0342,2024-11-30,DELIVERED,CENTRAL,0
O001538,C0449,2024-04-30,PLACED,EAST,0
O001539,C0353,2024-11-23,RETURNED,CENTRAL,0
O001540,C0155,2025-12-27,SHIPPED,EAST,0
O001541,,2024-02-20,CANCELLED,EAST,1
O001542,C0231,2024-05-16,RETURNED,SOUTH,0
O001543,C0004,2026-06-09,PLACED,SOUTH,0
O001544,C0022,2026-06-24,SHIPPED,SOUTH,0
O001545,C0214,2024-02-09,PLACED,EAST,0
O001546,C0002,2024-04-17,PLACED,CENTRAL,0
O001547,C0141,2025-06-27,SHIPPED,WEST,0
O001548,C0395,2026-01-18,RETURNED,WEST,0
O001549,C0023,2024-10-18,CANCELLED,WEST,0
O001550,C0476,2025-04-19,RETURNED,SOUTH,0
O001551,C0231,2024-09-28,RETURNED,EAST,0
O001552,,2024-09-28,CANCELLED,NORTH,1
O001553,C0221,2024-02-18,RETURNED,WEST,0
O001554,C0009,2025-05-28,RETURNED,NORTH,0
O001555,C0255,2025-08-17,SHIPPED,WEST,0
O001556,C0288,2026-01-13,DELIVERED,EAST,0
O001557,C0332,2024-09-08,PLACED,SOUTH,0
O001558,C0337,2024-10-26,SHIPPED,EAST,0
O001559,C0050,2026-02-22,DELIVERED,NORTH,0
O001560,C0080,2026-06-13,PLACED,SOUTH,0
O001561,C0059,2026-02-22,CANCELLED,CENTRAL,0
O001562,C0063,2025-05-07,PLACED,SOUTH,0
O001563,C0199,2026-04-05,RETURNED,NORTH,0
O001564,C0033,2024-06-15,CANCELLED,EAST,0
O001565,C0016,2024-12-14,CANCELLED,SOUTH,0
O001566,C0086,2024-07-13,SHIPPED,WEST,0
O001567,C0286,2026-02-28,DELIVERED,WEST,0
O001568,C0097,2024-01-04,PLACED,WEST,0
O001569,,2026-05-07,RETURNED,CENTRAL,1
O001570,C0288,2026-02-23,PLACED,NORTH,0
O001571,,2026-04-10,PLACED,NORTH,1
O001572,C0440,2024-04-19,PLACED,WEST,0
O001573,C0079,2024-10-14,DELIVERED,WEST,0
O001574,C0158,2026-01-26,DELIVERED,SOUTH,0
O001575,C0477,2025-06-21,PLACED,EAST,0
O001576,C0163,2026-06-28,DELIVERED,EAST,0
O001577,C0160,2026-05-11,RETURNED,CENTRAL,0
O001578,C0446,2025-12-08,CANCELLED,NORTH,0
O001579,C0160,2026-06-18,DELIVERED,NORTH,0
O001580,,2025-08-25,DELIVERED,EAST,1
O001581,C0082,2025-08-28,SHIPPED,CENTRAL,0
O001582,C0359,2026-06-06,SHIPPED,SOUTH,0
O001583,C0378,2026-04-21,RETURNED,EAST,0
O001584,C0296,2026-03-24,CANCELLED,SOUTH,0
O001585,C0314,2025-11-13,RETURNED,WEST,0
O001586,C0467,2025-08-15,CANCELLED,EAST,0
O001587,C0332,2025-09-11,PLACED,SOUTH,0
O001588,C0296,2024-07-07,DELIVERED,SOUTH,0
O001589,,2026-02-01,DELIVERED,CENTRAL,1
O001590,C0002,2025-10-29,PLACED,SOUTH,0
O001591,C0229,2024-05-27,CANCELLED,WEST,0
O001592,C0338,2025-06-15,SHIPPED,WEST,0
O001593,C0181,2024-07-11,PLACED,WEST,0
O001594,,2024-09-15,CANCELLED,CENTRAL,1
O001595,C0149,2024-07-27,CANCELLED,NORTH,0
O001596,C0243,2026-03-15,SHIPPED,WEST,0
O001597,C0103,2025-12-05,CANCELLED,SOUTH,0
O001598,C0225,2026-07-15,RETURNED,CENTRAL,0
O001599,C0329,2024-05-28,PLACED,CENTRAL,0
O001600,C0410,2024-11-13,SHIPPED,EAST,0
O001601,C0130,2026-04-09,RETURNED,CENTRAL,0
O001603,,2024-12-15,CANCELLED,EAST,1
O001604,C0357,2026-04-03,RETURNED,CENTRAL,0
O001605,C0289,2024-12-31,DELIVERED,EAST,0
O001606,C0183,2025-04-27,RETURNED,NORTH,0
O001607,C0354,2024-03-19,SHIPPED,WEST,0
O001608,C0212,2025-07-01,CANCELLED,SOUTH,0
