item_id,order_id,product_id,quantity,unit_price,discount_percent
I0002373,O000766,P0119,1,568.96,15
I0002374,O000767,P0003,4,11.8,15
I0002375,O000767,P0258,4,27.81,20
I0002376,O000768,P0134,2,19.59,0
I0002377,O000768,P0088,2,256.29,10
I0002378,O000768,P0212,4,186.99,10
I0002379,O000768,P0435,4,24.51,10
I0002380,O000769,P0387,2,58.62,20
I0002381,O000769,P0096,1,126.51,10
I0002382,O000770,P0086,3,42.53,10
I0002383,O000770,P0450,3,542.51,5
I0002384,O000770,P0435,3,29.32,20
I0002385,O000771,P0462,1,68.21,15
I0002386,O000771,P0059,-1,65.43,0
I0002387,O000771,P0197,1,215.31,5
I0002388,O000772,P0158,2,2542.26,5
I0002389,O000772,P0309,2,1294.97,10
I0002390,O000772,P0056,1,61.86,10
I0002391,O000772,P0130,2,44.22,15
I0002392,O000773,P0050,4,243.49,20
I0002393,O000773,P0482,2,175.66,20
I0002394,O000773,P0499,1,97.15,5
I0002395,O000774,P0208,2,225.66,20
I0002396,O000775,P0149,1,52.98,20
I0002397,O000775,P0066,4,13.34,10
I0002398,O000775,P0054,4,368.22,20
I0002399,O000775,P0364,4,59.26,20
I0002400,O000775,P0330,4,26.9,0
I0002401,O000776,P0171,3,480.77,10
I0002402,O000776,P0329,2,844.85,15
I0002403,O000776,P0483,1,101.05,0
I0002404,O000776,P0335,4,1500.38,20
I0002405,O000777,P0422,2,718.6,5
I0002406,O000778,P0199,4,177.32,5
I0002407,O000778,P0035,3,684.21,0
I0002408,O000778,P0204,4,136.27,10
I0002409,O000778,P0452,4,14.52,0
I0002410,O000778,P0298,2,342.18,15
I0002411,O000779,P0141,3,7.37,5
I0002412,O000779,P0197,3,184.52,15
I0002413,O000779,P0290,4,56.16,10
I0002414,O000779,P0100,1,484.42,0
I0002415,O000780,P0485,2,2701.55,20
I0002416,O000780,P0392,4,860.88,10
I0002417,O000780,P0264,1,939.77,20
I0002418,O000780,P0235,3,13.13,5
I0002419,O000780,P0346,2,2199.91,10
I0002420,O000781,P0062,1,69.95,5
I0002421,O000781,P0368,4,312.71,10
I0002422,O000782,P0272,4,47.72,10
I0002423,O000782,P0064,3,16.42,15
I0002424,O000783,P0368,3,347.8,0
I0002425,O000783,P0425,2,153.39,20
I0002426,O000783,P0283,3,66.27,10
I0002427,O000783,P0184,3,174.5,20
I0002428,O000784,P0308,1,60.34,0
I0002429,O000784,P0264,3,985.96,20
I0002430,O000784,P0001,2,500.2,20
I0002431,O000785,P0158,2,1878.04,20
I0002432,O000785,P0001,4,583.63,5
I0002433,O000785,P0047,1,34.95,20
I0002434,O000785,P0465,1,23.66,20
I0002435,O000785,P0158,2,1926.31,15
I0002436,O000786,P0113,2,24.54,20
I0002437,O000786,P0331,1,90.09,0
I0002438,O000786,P0050,1,212.02,10
I0002439,O000787,P0386,2,400.53,15
I0002440,O000787,P0200,1,662.68,15
I0002441,O000787,P0298,4,396.16,20
I0002442,O000787,P0156,-4,937.28,5
I0002443,O000787,P0125,-3,1255.23,10
I0002444,O000788,P0176,2,53.18,10
I0002445,O000788,P0422,2,645.16,10
I0002446,O000788,P0223,4,47.17,15
I0002447,O000788,P0496,2,197.2,5
I0002448,O000788,P0268,4,227.21,10
I0002449,O000789,P0001,4,561.21,0
I0002450,O000789,P0264,1,963.15,5
I0002451,O000789,P0067,4,205.35,5
I0002452,O000789,P0144,1,542.44,20
I0002453,O000789,P0324,4,498.59,15
I0002454,O000790,P0348,2,321.64,5
I0002455,O_ORPHAN_2455,P0366,2,60.28,5
I0002456,O000790,P0202,4,54.7,10
I0002457,O000790,P0467,4,39.98,10
I0002458,O000791,P0184,2,203.17,15
I0002459,O000791,P0114,1,17.35,10
I0002460,O000791,P0201,4,506.3,15
I0002461,O000791,P0076,3,53.03,15
I0002462,O000791,P0203,4,110.96,0
I0002463,O000792,P0461,4,41.65,0
I0002464,O000792,P0037,4,1247.5,5
I0002465,O000792,P0370,2,557.62,15
I0002466,O000792,P0091,2,422.03,10
I0002467,O000793,P0328,1,37.63,20
I0002468,O000793,P0428,4,71.65,20
I0002469,O000793,P0431,3,1773.55,0
I0002470,O000793,P0235,1,14.08,10
I0002471,O000794,P0074,4,1915.59,10
I0002472,O000794,P0142,4,1384.57,15
I0002473,O000795,P0379,3,31.94,5
I0002474,O000795,P0066,4,15.01,10
I0002475,O000795,P0485,2,2640.63,5
I0002476,O000795,P0016,2,182.88,0
I0002477,O000795,P0484,2,147.52,10
I0002478,O000796,P0084,1,29.51,20
I0002479,O000797,P0182,3,2594.21,0
I0002480,O000797,P0162,1,46.85,15
I0002481,O000797,P0023,2,112.95,5
I0002482,O000797,P0173,2,352.15,10
I0002483,O000797,P0211,4,1838.51,0
I0002484,O000798,P0269,1,1048.4,20
I0002485,O000798,P0441,1,2490.25,15
I0002486,O000799,P0133,2,30.5,0
I0002487,O000799,P0113,4,18.67,10
I0002488,O000799,P0145,2,104.3,5
I0002489,O000800,P0416,4,132.04,0
I0002490,O000800,P0288,4,39.68,20
I0002491,O000800,P0225,4,185.34,0
I0002492,O000801,P0196,3,70.19,15
I0002493,O000801,P0369,4,58.42,5
I0002494,O000801,P0058,4,711.59,20
I0002495,O000801,P0413,4,426.19,10
I0002496,O000801,P0355,3,172.63,20
I0002497,O000802,P0353,4,35.29,10
I0002498,O000802,P0295,3,56.49,15
I0002499,O000803,P0368,4,333.96,20
I0002500,O000803,P0333,2,19.4,15
I0002501,O000803,P0047,3,35.91,15
I0002502,O000803,P0202,4,66.62,15
I0002503,O000804,P0346,3,2405.24,10
I0002504,O000805,P0464,4,573.15,10
I0002505,O000805,P0487,3,49.24,0
I0002506,O000805,P0052,2,34.64,15
I0002507,O000805,P0396,2,2199.97,5
I0002508,O000805,P0034,2,1546.39,15
I0002509,O000806,P0023,4,106.46,15
I0002510,O000807,P0327,4,2198.6,0
I0002511,O000808,P0488,3,277.72,10
I0002512,O000808,P0014,1,11.94,0
I0002513,O000809,P0281,2,574.98,10
I0002514,O000809,P0453,3,970.59,5
I0002515,O000810,P0010,3,865.67,20
I0002516,O000811,P0153,1,31.36,0
I0002517,O000812,P0376,4,50.98,5
I0002518,O000812,P0371,4,1375.82,0
I0002519,O000812,P0286,4,36.9,5
I0002520,O000812,P0076,3,52.3,10
I0002521,O000813,P0310,1,917.4,0
I0002522,O000813,P0351,2,1664.6,15
I0002523,O000813,P0492,1,3095.87,0
I0002524,O000814,P0364,1,63.14,15
I0002525,O000815,P0100,1,515.52,15
I0002526,O000815,P0075,4,2259.17,15
I0002527,O000815,P0160,1,12.48,15
I0002528,O000815,P0046,4,20.38,5
I0002529,O000815,P0093,1,817.61,20
I0002530,O000816,P0069,4,1846.57,20
I0002531,O000816,P0194,1,1197.81,10
I0002532,O000817,P0275,1,47.82,10
I0002533,O000817,P0458,2,586.9,0
I0002534,O000817,P0400,1,1192.87,10
I0002535,O000817,P0117,4,1242.57,10
I0002536,O000817,P0141,4,7.59,0
I0002537,O000818,P0028,3,104.38,20
I0002538,O000819,P0136,3,176.84,10
I0002539,O000819,P0464,3,631.01,5
I0002540,O000820,P0424,3,75.84,15
I0002541,O000820,P0087,3,155.0,0
I0002542,O000820,P0059,2,65.0,15
I0002543,O000820,P0090,1,659.8,0
I0002544,O000821,P0254,2,2651.14,20
I0002545,O000821,P0136,1,147.4,10
I0002546,O000821,P0292,2,54.78,0
I0002547,O000821,P0432,2,121.03,10
I0002548,O000821,P0316,1,430.96,0
I0002549,O000822,P0246,4,727.35,15
I0002550,O000822,P0093,1,879.0,10
I0002551,O000823,P0009,1,199.21,5
I0002552,O000824,P0156,1,964.02,5
I0002553,O000825,P0401,2,164.93,0
I0002554,O000826,P0247,1,2009.86,15
I0002555,O000827,P0271,4,136.73,0
I0002556,O000827,P0344,1,1223.55,0
I0002557,O000828,P0316,2,412.09,15
I0002558,O000828,P0401,3,167.67,20
I0002559,O000828,P0166,1,1033.41,15
I0002560,O000828,P0330,1,22.42,10
I0002561,O000829,P0134,2,21.65,20
I0002562,O000829,P0469,2,694.6,0
I0002563,O000830,P0141,2,9.13,20
I0002564,O000830,P0305,4,39.42,20
I0002565,O000830,P0174,4,2249.99,10
I0002566,O000830,P0061,4,2196.84,10
I0002567,O000831,P0006,1,237.45,5
I0002568,O000832,P0131,3,2317.62,5
I0002569,O000832,P0497,3,752.97,0
I0002570,O000832,P0010,3,779.47,10
I0002571,O000832,P0295,2,68.94,15
I0002572,O000833,P0008,3,48.21,10
I0002573,O000833,P0210,4,180.83,5
I0002574,O000833,P0411,4,1173.94,20
I0002575,O000833,P0175,2,559.39,10
I0002576,O000833,P0460,3,718.94,0
I0002577,O000834,P0381,3,126.24,5
I0002578,O000834,P0183,4,140.14,5
I0002579,O000834,P0247,1,1991.8,20
I0002580,O000834,P0281,2,660.65,0
I0002581,O000835,P0145,3,137.09,20
I0002582,O000835,P0448,3,133.51,20
I0002583,O000835,P0477,1,34.12,20
I0002584,O000835,P0175,2,489.46,5
I0002585,O000836,P0051,4,49.25,5
I0002586,O000837,P0019,3,525.48,10
I0002587,O000837,P0275,1,52.46,0
I0002588,O000838,P0453,4,1153.5,0
I0002589,O000839,P0401,1,209.96,10
I0002590,O000840,P0182,1,1860.33,20
I0002591,O000840,P0199,2,166.78,10
I0002592,O000841,P0217,1,69.34,5
I0002593,O000841,P0404,2,107.99,0
I0002594,O000842,P0036,3,91.71,5
I0002595,O000842,P0329,3,721.49,20
I0002596,O000842,P0072,2,2021.58,10
I0002597,O000842,P0231,3,154.34,5
I0002598,O000842,P0425,2,163.71,10
I0002599,O000843,P0107,1,407.39,0
I0002600,O000843,P0416,2,162.52,5
I0002601,O000843,P0062,1,85.52,0
I0002602,O000843,P0177,4,557.03,20
I0002603,O000844,P0156,4,849.09,5
I0002604,O000845,P0328,2,41.49,15
I0002605,O000845,P0492,3,2325.84,10
I0002606,O000846,P0453,4,1095.52,15
I0002607,O000846,P0401,1,205.81,0
I0002608,O000846,P0192,3,47.52,0
I0002609,O000846,P0471,1,64.78,20
I0002610,O000846,P0004,4,217.44,10
I0002611,O000847,P0382,4,688.77,10
I0002612,O000847,P0083,1,559.23,0
I0002613,O000847,P0014,1,13.84,10
I0002614,O000847,P0415,1,89.9,0
I0002615,O000848,P0114,-2,14.89,5
I0002616,O000848,P0307,3,429.52,20
I0002617,O000848,P0123,2,916.48,15
I0002618,O000849,P0377,4,19.86,20
I0002619,O000849,P0107,3,497.23,5
I0002620,O000849,P0164,3,29.28,10
I0002621,O000849,P0028,4,113.99,10
I0002622,O000850,P0388,1,784.79,10
I0002623,O000850,P0378,1,89.18,15
I0002624,O_ORPHAN_2624,P0359,1,184.94,10
I0002625,O000850,P0220,3,656.66,10
I0002626,O000850,P0362,2,2423.02,20
I0002627,O000851,P0243,1,1154.34,10
I0002628,O000851,P0161,1,48.07,5
I0002629,O000851,P0186,4,211.23,0
I0002630,O000852,P0011,2,64.52,5
I0002631,O000852,P0449,1,25.23,10
I0002632,O000852,P0427,3,8.83,15
I0002633,O000853,P0011,4,75.46,5
I0002634,O000853,P0028,3,118.21,5
I0002635,O000854,P0327,4,2192.92,5
I0002636,O000854,P0402,2,98.2,0
I0002637,O000854,P0021,4,54.54,20
I0002638,O000855,P0401,1,209.34,15
I0002639,O000855,P0356,4,3083.63,20
I0002640,O000855,P0101,4,24.68,20
I0002641,O000855,P0340,2,698.45,20
I0002642,O000856,P0185,2,60.85,20
I0002643,O000857,P0264,2,1121.52,5
I0002644,O000857,P0265,3,57.97,10
I0002645,O000858,P0019,2,429.87,0
I0002646,O000859,P0492,4,3017.34,0
I0002647,O000859,P0187,1,649.48,20
I0002648,O000859,P0435,4,27.3,0
I0002649,O000859,P0152,4,485.58,0
I0002650,O000859,P0045,1,39.91,5
I0002651,O000860,P0104,4,26.34,20
I0002652,O_ORPHAN_2652,P0077,2,1765.59,15
I0002653,O000861,P0398,2,188.73,15
I0002654,O000861,P0102,2,498.25,20
I0002655,O000862,P0474,3,18.22,0
I0002656,O000863,P0200,2,692.99,20
I0002657,O000864,P0153,2,29.13,10
I0002658,O000864,P0377,4,20.88,5
I0002659,O000864,P0338,3,60.86,15
I0002660,O000865,P0104,1,21.89,15
I0002661,O000866,P0322,1,1032.55,15
I0002662,O_ORPHAN_2662,P0065,3,42.65,10
I0002663,O000866,P0239,2,116.89,0
I0002664,O000866,P0438,2,709.83,5
I0002665,O000866,P0255,4,51.9,5
I0002666,O000867,P0451,3,498.47,15
I0002667,O000867,P0063,-1,1506.2,10
I0002668,O000867,P0443,1,28.35,20
I0002669,O000867,P0101,4,20.38,20
I0002670,O000868,P0481,1,2519.89,20
I0002671,O000868,P0136,3,176.16,0
I0002672,O000869,P0029,1,59.19,5
I0002673,O000870,P0097,1,13.57,10
I0002674,O000870,P0487,3,50.52,10
I0002675,O000870,P0389,-2,503.96,15
I0002676,O000870,P0234,4,647.3,10
I0002677,O000871,P0172,1,39.54,5
I0002678,O000871,P0394,1,67.83,15
I0002679,O000871,P0431,2,1529.38,5
I0002680,O000872,P0170,1,460.77,10
I0002681,O000872,P0424,1,66.73,10
I0002682,O000872,P0116,1,117.83,20
I0002683,O000873,P0390,1,2500.24,20
I0002684,O000873,P0278,4,18.44,20
I0002685,O000873,P0453,4,1010.83,0
I0002686,O000873,P0477,4,32.17,0
I0002687,O000874,P0270,4,506.23,20
I0002688,O000874,P0092,3,15.78,20
I0002689,O000874,P0034,3,1730.54,10
I0002690,O000874,P0010,3,749.92,20
I0002691,O000874,P0402,4,122.93,20
I0002692,O000875,P0397,3,361.98,15
I0002693,O000875,P0052,4,32.35,10
I0002694,O000875,P0499,3,85.83,15
I0002695,O000875,P0196,3,63.66,5
I0002696,O000875,P0181,1,536.66,20
I0002697,O000876,P0375,1,1697.73,20
I0002698,O000876,P0347,1,56.75,0
I0002699,O000877,P0141,4,7.21,5
I0002700,O000878,P0078,3,504.68,15
I0002701,O000878,P0282,2,2030.94,15
I0002702,O000879,P0222,3,115.05,20
I0002703,O000880,P0494,4,1630.98,5
I0002704,O000880,P0423,1,143.59,20
I0002705,O000881,P0289,1,169.53,0
I0002706,O000881,P0077,2,1830.9,20
I0002707,O000882,P0465,2,28.29,20
I0002708,O000882,P0387,-2,66.36,20
I0002709,O000882,P0110,-4,12.38,20
I0002710,O000882,P0036,2,94.49,10
I0002711,O000883,P0023,2,128.05,5
I0002712,O000884,P0242,3,60.49,0
I0002713,O000884,P0398,3,225.59,0
I0002714,O000884,P0442,1,18.1,0
I0002715,O000884,P0234,2,569.52,10
I0002716,O000885,P0068,3,33.34,20
I0002717,O000885,P0284,4,25.16,20
I0002718,O000885,P0225,2,166.66,5
I0002719,O000885,P0085,1,150.41,10
I0002720,O000885,P0432,4,124.86,15
I0002721,O000886,P0469,4,691.19,0
I0002722,O000886,P0036,1,99.26,5
I0002723,O000886,P0059,1,68.01,15
I0002724,O000887,P0300,4,497.07,5
I0002725,O000888,P0241,1,556.05,15
I0002726,O000888,P0018,2,551.5,5
I0002727,O000888,P0153,3,27.66,20
I0002728,O000889,P0382,4,541.47,10
I0002729,O000889,P0071,2,134.58,20
I0002730,O000889,P0159,-2,100.66,15
I0002731,O000889,P0038,1,57.2,15
I0002732,O000890,P0131,1,1787.3,0
I0002733,O000891,P0495,4,235.39,20
I0002734,O000891,P0099,2,61.93,10
I0002735,O000892,P0074,1,1894.18,10
I0002736,O000892,P0066,4,13.89,0
I0002737,O000892,P0015,3,710.05,10
I0002738,O000893,P0220,4,688.17,15
I0002739,O000893,P0072,1,2462.17,5
I0002740,O000893,P0297,4,65.83,20
I0002741,O000894,P0144,4,598.0,15
I0002742,O000894,P0366,3,46.46,0
I0002743,O000894,P0372,1,253.56,10
I0002744,O000894,P0360,3,28.42,5
I0002745,O000895,P0062,-1,67.8,10
I0002746,O000895,P0022,3,45.95,0
I0002747,O000896,P0039,4,610.2,10
I0002748,O000896,P0247,2,1718.35,20
I0002749,O000896,P0276,3,1674.44,20
I0002750,O000897,P0170,2,431.14,10
I0002751,O000897,P0221,1,87.53,20
I0002752,O000897,P0353,3,38.89,0
I0002753,O000897,P0406,1,125.73,20
I0002754,O000897,P0189,2,818.97,0
I0002755,O000898,P0166,2,1054.32,0
I0002756,O000898,P0393,2,42.01,5
I0002757,O000898,P0204,3,114.31,20
I0002758,O000899,P0174,1,2072.43,0
I0002759,O000899,P0210,2,162.37,0
I0002760,O000899,P0192,3,41.09,5
I0002761,O000899,P0475,1,29.54,0
I0002762,O000900,P0497,2,713.82,10
I0002763,O000901,P0425,2,187.53,15
I0002764,O000901,P0142,0,1662.71,15
I0002765,O000902,P0357,3,12.79,20
I0002766,O000903,P0191,2,178.48,0
I0002767,O000903,P0104,2,25.65,5
I0002768,O000903,P0319,4,23.21,123
I0002769,O000903,P0275,3,46.27,5
I0002770,O_ORPHAN_2770,P0046,3,15.41,15
I0002771,O000904,P0416,1,124.4,5
I0002772,O000904,P0161,2,55.84,15
I0002773,O000904,P0388,4,849.24,20
I0002774,O000905,P0158,1,2282.27,5
I0002775,O000905,P0312,2,69.49,5
I0002776,O000905,P0088,2,221.54,20
I0002777,O000906,P0189,-4,873.97,0
I0002778,O000906,P0236,1,625.56,20
I0002779,O000906,P0500,2,75.7,10
I0002780,O000906,P0023,3,105.38,20
I0002781,O000907,P0200,2,474.2,5
I0002782,O000907,P0307,3,360.35,20
I0002783,O000907,P0132,4,10.1,0
I0002784,O000907,P0430,4,670.27,15
I0002785,O000907,P0306,1,545.49,5
I0002786,O000908,P0267,2,37.41,0
I0002787,O000908,P0488,3,273.42,5
I0002788,O000908,P0083,1,642.03,10
I0002789,O000909,P0229,1,31.68,5
I0002790,O000909,P0242,3,60.4,20
I0002791,O000909,P0135,2,76.96,0
I0002792,O000910,P0167,1,647.21,20
I0002793,O000910,P0083,4,525.19,10
I0002794,O000910,P0385,2,62.15,0
I0002795,O000911,P0156,2,874.81,15
I0002796,O000912,P0193,2,60.18,5
I0002797,O000913,P0264,2,826.73,20
I0002798,O000913,P0339,4,1464.37,10
I0002799,O000913,P0260,2,1666.1,10
I0002800,O000914,P0263,3,2803.77,10
I0002801,O000914,P0225,1,183.22,20
I0002802,O000914,P0164,3,36.71,0
I0002803,O000914,P0464,2,532.61,20
I0002804,O000914,P0451,4,605.22,5
I0002805,O000915,P0015,4,885.57,105
I0002806,O000915,P0312,3,73.19,10
I0002807,O000915,P0068,3,29.59,0
I0002808,O000915,P0179,4,508.55,20
I0002809,O000916,P0027,1,108.71,15
I0002810,O000916,P0362,4,1870.7,15
I0002811,O000916,P0258,1,23.03,0
I0002812,O000916,P0167,4,540.82,0
I0002813,O000917,P0006,3,187.31,10
I0002814,O000918,P0231,2,130.2,15
I0002815,O000918,P0355,3,173.96,0
I0002816,O000918,P0339,1,1882.71,15
I0002817,O000918,P0165,3,42.79,0
I0002818,O000918,P0172,3,32.74,5
I0002819,O000919,P0028,1,105.25,0
I0002820,O000919,P0305,1,38.08,15
I0002821,O000920,P0181,2,610.67,5
I0002822,O000921,P0290,4,47.97,5
I0002823,O000921,P0414,1,321.27,0
I0002824,O000921,P0031,-3,841.12,0
I0002825,O000921,P0142,1,1137.98,10
I0002826,O000921,P0468,2,2250.95,0
I0002827,O000922,P0056,3,67.71,10
I0002828,O000922,P0134,1,19.96,20
I0002829,O000922,P0277,3,245.84,5
I0002830,O000922,P0372,4,227.37,20
I0002831,O000923,P0138,4,223.2,10
I0002832,O000923,P0450,3,459.4,20
I0002833,O000923,P0324,3,508.97,20
I0002834,O000923,P0356,3,2691.37,20
I0002835,O000923,P0377,2,26.93,15
I0002836,O000924,P0422,1,739.5,5
I0002837,O000924,P0040,4,75.23,20
I0002838,O000924,P0461,1,50.38,5
I0002839,O000924,P0146,3,1534.44,10
I0002840,O000925,P0179,2,454.72,0
I0002841,O000925,P0452,3,12.52,5
I0002842,O000926,P0037,3,1056.98,15
I0002843,O000926,P0001,4,419.04,10
I0002844,O000927,P0085,3,115.35,15
I0002845,O000927,P0041,3,100.56,10
I0002846,O000927,P0370,2,627.89,15
I0002847,O_ORPHAN_2847,P0303,1,2126.84,15
I0002848,O000928,P0419,2,52.7,10
I0002849,O000928,P0481,1,2703.04,10
I0002850,O000929,P0341,3,42.42,15
I0002851,O000930,P0396,1,2078.83,20
I0002852,O000930,P0025,1,24.88,20
I0002853,O000930,P0325,4,24.18,0
I0002854,O000930,P0466,4,63.69,5
I0002855,O000931,P0196,4,49.94,5
I0002856,O000931,P0408,2,663.3,0
I0002857,O000931,P0207,4,2555.16,15
I0002858,O000931,P0353,2,30.1,20
I0002859,O000932,P0204,3,140.33,0
I0002860,O000932,P0207,3,2685.04,20
I0002861,O000933,P0320,2,72.28,0
I0002862,O000934,P0167,3,742.31,20
I0002863,O000934,P0384,3,1273.74,10
I0002864,O000934,P0388,3,960.78,0
I0002865,O000934,P0338,4,60.3,10
I0002866,O000934,P0114,1,14.65,15
I0002867,O000935,P0218,-4,2408.83,20
I0002868,O000936,P0304,2,10.53,20
I0002869,O000936,P0260,4,1624.34,10
I0002870,O000936,P0010,4,925.79,5
I0002871,O000936,P0470,4,2159.55,20
I0002872,O000937,P0499,3,80.42,0
I0002873,O000937,P0139,3,33.99,10
I0002874,O000937,P0300,1,366.92,0
I0002875,O000937,P0208,1,224.76,15
I0002876,O000938,P0072,1,2597.28,10
I0002877,O000938,P0237,2,16.21,10
I0002878,O000938,P0107,1,408.36,0
I0002879,O000938,P0197,3,210.71,15
I0002880,O000939,P0442,1,19.27,0
I0002881,O000939,P0471,3,64.36,15
I0002882,O000939,P0497,1,704.38,20
I0002883,O000939,P0314,2,418.95,20
I0002884,O000939,P0198,3,76.55,0
I0002885,O000940,P0492,4,2313.17,5
I0002886,O000941,P0086,4,47.99,20
I0002887,O000941,P0033,2,2074.13,0
I0002888,O000941,P0405,4,43.76,0
I0002889,O000942,P0419,4,54.52,10
I0002890,O000942,P0237,3,18.47,0
I0002891,O000943,P0246,3,754.02,10
I0002892,O000944,P0154,2,40.41,0
I0002893,O000944,P0131,3,2276.81,5
I0002894,O000944,P0319,2,27.61,10
I0002895,O000944,P0458,4,531.05,5
I0002896,O000944,P0439,2,1848.35,5
I0002897,O000945,P0056,2,59.84,5
I0002898,O000945,P0368,1,366.13,0
I0002899,O000946,P0379,1,38.6,0
I0002900,O000946,P0282,1,1575.61,20
I0002901,O000947,P0335,2,1456.7,20
I0002902,O000947,P0416,1,136.64,20
I0002903,O000947,P0340,1,875.42,10
I0002904,O000947,P0330,4,26.95,20
I0002905,O000947,P0288,4,30.13,20
I0002906,O000948,P0292,3,40.62,10
I0002907,O000948,P0479,4,18.54,10
I0002908,O000948,P0096,-4,122.5,5
I0002909,O000948,P0131,2,2486.61,10
I0002910,O000949,P0199,2,190.57,5
I0002911,O000949,P0459,3,165.24,15
I0002912,O000949,P0140,2,1271.88,20
I0002913,O000949,P0167,4,555.49,5
I0002914,O000950,P0134,4,22.51,0
I0002915,O000950,P0453,4,1048.67,10
I0002916,O000951,P0479,3,18.61,0
I0002917,O000951,P0445,2,141.4,5
I0002918,O000951,P0302,4,29.01,20
I0002919,O000952,P0401,-3,198.43,10
I0002920,O000952,P0139,3,33.45,15
I0002921,O000952,P0146,3,1449.63,20
I0002922,O000952,P0223,1,48.33,20
I0002923,O000952,P0120,1,12.71,10
I0002924,O_ORPHAN_2924,P0240,4,453.17,10
I0002925,O000953,P0362,1,2442.82,10
I0002926,O000953,P0421,2,32.99,10
I0002927,O000953,P0393,2,51.87,15
I0002928,O000954,P0050,3,249.1,10
I0002929,O000954,P0424,1,85.18,20
I0002930,O000955,P0463,1,214.75,20
I0002931,O000955,P0243,3,1203.87,0
I0002932,O000956,P0047,4,37.78,5
I0002933,O000957,P0041,1,98.43,15
I0002934,O000958,P0467,2,38.59,10
I0002935,O000958,P0397,1,342.2,20
I0002936,O000958,P0240,2,481.06,20
I0002937,O000958,P0054,4,419.3,5
I0002938,O000958,P0429,3,50.32,10
I0002939,O000959,P0136,4,201.1,5
I0002940,O000959,P0277,1,184.76,5
I0002941,O000959,P0371,3,1193.67,5
I0002942,O000959,P0303,1,1949.17,0
I0002943,O000960,P0274,1,67.94,10
I0002944,O000960,P0452,1,17.52,5
I0002945,O_ORPHAN_2945,P0174,3,2941.3,0
I0002946,O000960,P0487,4,61.78,20
I0002947,O000960,P0036,4,109.3,15
I0002948,O000961,P0380,2,19.69,0
I0002949,O000961,P0298,1,350.65,20
I0002950,O000961,P0307,1,443.23,20
I0002951,O_ORPHAN_2951,P0125,1,1200.69,5
I0002952,O000961,P0381,3,106.48,5
I0002953,O000962,P0247,3,1628.02,15
I0002954,O000962,P0092,-3,16.73,10
I0002955,O000962,P0267,3,37.35,20
I0002956,O000962,P0459,3,149.58,10
I0002957,O000963,P0377,3,20.63,5
I0002958,O000963,P0152,3,603.27,20
I0002959,O000963,P0467,2,50.6,20
I0002960,O000963,P0017,4,128.55,15
I0002961,O000963,P0173,4,262.68,0
I0002962,O000964,P0423,1,152.46,0
I0002963,O000965,P0119,1,443.73,5
I0002964,O000966,P0276,4,1744.06,5
I0002965,O000966,P0186,1,208.0,20
I0002966,O000966,P0004,2,173.63,10
I0002967,O000966,P0113,4,17.13,0
I0002968,O000967,P0144,2,533.27,0
I0002969,O000968,P0192,1,52.82,5
I0002970,O000969,P0382,3,696.98,0
I0002971,O000969,P0081,1,44.08,20
I0002972,O000970,P0475,1,34.65,5
I0002973,O000970,P0052,1,32.56,0
I0002974,O000970,P0434,0,68.13,0
I0002975,O000971,P0340,1,894.06,5
I0002976,O000971,P0317,1,104.85,20
I0002977,O000971,P0045,-2,49.21,0
I0002978,O000972,P0056,2,67.62,15
I0002979,O000973,P0057,1,65.35,10
I0002980,O000973,P0071,4,135.13,10
I0002981,O000973,P0323,2,183.52,15
I0002982,O000974,P0499,4,85.98,5
I0002983,O000974,P0180,4,2586.17,0
I0002984,O000974,P0037,2,1270.85,20
I0002985,O000974,P0117,4,1189.99,5
I0002986,O000974,P0323,1,234.05,5
I0002987,O000975,P0242,4,67.58,20
I0002988,O000975,P0345,2,15.95,5
I0002989,O000975,P0008,1,48.83,15
I0002990,O000975,P0352,3,9.89,5
I0002991,O000975,P0059,1,62.95,10
I0002992,O000976,P0362,1,2221.33,15
I0002993,O000976,P0155,4,18.81,15
I0002994,O000977,P0049,2,117.99,10
I0002995,O000977,P0011,2,75.21,15
I0002996,O000977,P0026,2,80.49,0
I0002997,O000977,P0186,3,214.57,0
I0002998,O000977,P0276,4,2120.91,20
I0002999,O000978,P0358,3,37.69,10
I0003000,O000978,P0343,3,302.14,20
I0003001,O000978,P0009,3,203.81,10
I0003002,O000979,P0038,4,62.93,20
I0003003,O000979,P0463,2,224.72,20
I0003004,O000980,P0456,3,175.58,20
I0003005,O000980,P0437,3,71.08,10
I0003006,O000980,P0498,4,64.45,0
I0003007,O000980,P0087,-1,165.41,10
I0003008,O000980,P0053,1,1598.44,20
I0003009,O000981,P0054,4,490.45,15
I0003010,O000981,P0115,4,392.02,0
I0003011,O000982,P0104,1,20.88,15
I0003012,O000982,P0323,3,214.28,20
I0003013,O000983,P0108,2,1395.7,5
I0003014,O000983,P0077,4,1678.35,10
I0003015,O000983,P0420,3,407.08,15
I0003016,O000983,P0007,2,50.35,10
I0003017,O000984,P0217,4,74.03,15
I0003018,O000985,P0457,4,262.08,5
I0003019,O000985,P0089,3,456.59,15
I0003020,O000985,P0307,4,467.02,10
I0003021,O000986,P0213,1,2705.47,15
I0003022,O000986,P0396,3,2126.92,10
I0003023,O000987,P0220,3,796.93,20
I0003024,O000988,P0322,1,1005.79,10
I0003025,O000989,P0004,3,252.66,15
I0003026,O000989,P0437,2,74.13,10
I0003027,O000989,P0074,2,2060.44,5
