order_id,customer_id,order_date,status,region_code
O001137,C0151,2024-03-07,RETURNED,WEST
O001138,C0124,2026-03-26,PLACED,SOUTH
O001139,C0126,2025-04-18,CANCELLED,CENTRAL
O001140,C0241,2026-06-01,RETURNED,NORTH
O001141,C0367,2026-03-06,DELIVERED,EAST
O001142,C0416,2025-02-11,RETURNED,WEST
O001143,C0220,2026-03-17,DELIVERED,SOUTH
O001144,C0188,2025-02-26,PLACED,NORTH
O001145,C0169,2025-10-19,PLACED,EAST
O001146,C0152,2025-12-06,RETURNED,NORTH
O001147,C0390,2024-05-23,PLACED,EAST
O001148,C0158,2026-01-03,PLACED,SOUTH
O001149,C0381,2026-04-04,SHIPPED,NORTH
O001150,C0436,2024-08-04,RETURNED,CENTRAL
O001151,C0208,2025-05-03,RETURNED,EAST
O001152,C0268,2025-01-18,CANCELLED,SOUTH
O001153,C0248,2026-07-07,SHIPPED,SOUTH
O001154,C0077,2024-10-11,CANCELLED,WEST
O001155,C0292,2025-10-15,RETURNED,SOUTH
O001156,C0380,26-07-2024,RETURNED,NORTH
O001157,C0139,2025-07-20,DELIVERED,WEST
O001158,C0291,2025-06-19,SHIPPED,SOUTH
O001159,C0354,2026-01-04,DELIVERED,SOUTH
O001160,C0376,2026-04-30,SHIPPED,SOUTH
O001161,C0125,2025-08-22,DELIVERED,EAST
O001162,C0405,2025-10-11,DELIVERED,CENTRAL
O001163,C0302,2024-08-08,DELIVERED,WEST
O001164,C0399,2025-10-20,DELIVERED,EAST
O001165,C0387,2025-02-20,RETURNED,EAST
O001166,C0488,2025-10-22,RETURNED,CENTRAL
O001167,C0159,2025-10-02,PLACED,CENTRAL
O001168,C0241,2025-05-22,CANCELLED,EAST
O001169,C0327,2025-12-04,SHIPPED,EAST
O001170,C0257,2024-11-08,RETURNED,SOUTH
O001171,C0293,2025-11-19,SHIPPED,CENTRAL
O001172,C0340,2024-06-09,CANCELLED,EAST
O001173,C0118,2024-09-26,PLACED,EAST
O001174,C0425,2026-02-02,DELIVERED,WEST
O001175,C0029,2025-02-22,DELIVERED,SOUTH
O001176,C0107,2025-11-08,CANCELLED,EAST
O001177,C0286,2025-07-27,PLACED,NORTH
O001178,C0039,2024-09-05,DELIVERED,WEST
O001179,C0353,2025-12-24,DELIVERED,NORTH
O001180,C0328,2024-12-16,SHIPPED,NORTH
O001181,C0167,2026-03-04,RETURNED,SOUTH
O001182,C0288,2024-03-31,RETURNED,CENTRAL
O001183,C0419,2024-10-25,PLACED,EAST
O001184,C0464,2026-03-02,CANCELLED,EAST
O001185,C0171,2024-07-22,DELIVERED,SOUTH
O001186,C0062,2025-10-19,RETURNED,NORTH
O001187,C0468,2025-06-08,PLACED,CENTRAL
O001188,C0252,2024-10-16,RETURNED,NORTH
O001189,C0273,2024-06-11,RETURNED,SOUTH
O001190,C0385,2024-03-15,SHIPPED,EAST
O001191,C0038,2024-07-05,CANCELLED,NORTH
O001192,C0206,2025-08-11,PLACED,WEST
O001193,C0078,2024-09-22,SHIPPED,CENTRAL
O001194,C0474,2024-12-29,SHIPPED,SOUTH
O001195,C0158,2024-07-04,SHIPPED,CENTRAL
O001196,C0179,2024-03-11,PLACED,SOUTH
O001197,C0218,2024-10-04,CANCELLED,NORTH
O001198,None,2025-01-19,CANCELLED,WEST
O001199,C0102,2024-07-29,RETURNED,CENTRAL
O001200,C0371,2025-06-12,RETURNED,EAST
O001201,C0384,2024-11-20,CANCELLED,EAST
O001202,C0261,24-04-2024,DELIVERED,EAST
O001203,C0185,2024-11-13,DELIVERED,WEST
O001204,NULL,2025-04-27,SHIPPED,SOUTH
O001205,C0290,2024-01-10,DELIVERED,CENTRAL
O001206,C0411,2024-08-02,SHIPPED,WEST
O001207,C0089,2024-06-27,SHIPPED,EAST
O001208,C0451,22-04-2024,PLACED,EAST
O001209,,2024-11-24,SHIPPED,WEST
O001210,C0024,2025-07-06,DELIVERED,EAST
O001211,C0460,2024-08-16,CANCELLED,CENTRAL
O001212,C0226,2026-08-16,PLACED,SOUTH
O001213,C0166,2025-11-03,CANCELLED,CENTRAL
O001214,C0101,2024-05-08,DELIVERED,NORTH
O001215,C0368,2025-02-17,PLACED,EAST
O001216,C0364,2025-04-18,SHIPPED,EAST
O001217,C0217,2025-01-18,CANCELLED,NORTH
O001218,C0407,21-07-2024,SHIPPED,SOUTH
O001219,NULL,2024-11-26,RETURNED,WEST
O001220,C0232,2024-08-07,RETURNED,EAST
O001221,C0173,2026-07-02,CANCELLED,NORTH
O001222,C0343,2026-05-26,DELIVERED,CENTRAL
O001223,C0065,2024-04-06,PLACED,SOUTH
O001224,C0448,2024-12-21,RETURNED,SOUTH
O001225,C0204,2026-04-19,SHIPPED,NORTH
O001226,C0102,2026-01-21,RETURNED,CENTRAL
O001227,C0025,2026-03-30,SHIPPED,EAST
O001228,C0082,2024-04-12,SHIPPED,CENTRAL
O001229,C0483,2025-09-16,CANCELLED,EAST
O001230,C0200,2026-07-11,PLACED,NORTH
O001231,C0039,2024-09-14,RETURNED,NORTH
O001232,C0031,2026-02-12,SHIPPED,WEST
O001233,C0403,2024-06-12,DELIVERED,SOUTH
O001234,C0494,2024-10-09,SHIPPED,SOUTH
O001235,C0228,2024-05-25,PLACED,CENTRAL
O001236,C0053,2026-03-01,DELIVERED,CENTRAL
O001237,C0381,2025-09-16,PLACED,EAST
O001238,C0487,2024-02-11,RETURNED,SOUTH
O001239,C0449,2025-12-27,DELIVERED,NORTH
O001240,C0375,2025-09-09,CANCELLED,WEST
O001241,C0216,2024-02-28,PLACED,EAST
O001242,C0328,2025-06-04,DELIVERED,NORTH
O001243,C0366,2026-04-05,PLACED,NORTH
O001244,C0400,2026-04-26,RETURNED,WEST
O001245,C0022,2025-09-08,DELIVERED,NORTH
O001246,C0495,2026-02-21,CANCELLED,NORTH
O001247,C0178,2025-10-24,CANCELLED,WEST
O001248,C0343,2024-01-27,PLACED,WEST
O001249,C0411,2024-01-30,PLACED,EAST
O001250,C0499,2024-09-11,PLACED,SOUTH
O001251,C0108,2025-07-25,PLACED,SOUTH
O001252,C0433,2025-05-26,SHIPPED,EAST
O001253,C0425,2024-11-09,CANCELLED,SOUTH
O001254,C0388,2025-01-26,CANCELLED,EAST
O001255,C0387,2024-06-12,RETURNED,CENTRAL
O001256,C0152,2026-02-13,DELIVERED,NORTH
O001257,C0365,2025-09-04,PLACED,CENTRAL
O001258,C0182,2025-02-10,PLACED,CENTRAL
O001259,C0292,2024-03-25,SHIPPED,EAST
O001260,C0014,2025-05-21,CANCELLED,SOUTH
O001261,C0075,2024-01-13,CANCELLED,WEST
O001262,C0285,2025-07-18,CANCELLED,CENTRAL
O001263,C0455,2026-07-12,PLACED,WEST
O001264,C0190,2025-01-08,SHIPPED,EAST
O001265,C0441,2026-04-27,RETURNED,WEST
O001266,C0275,2024-11-17,RETURNED,SOUTH
O001267,C0239,2024-10-02,CANCELLED,NORTH
O001268,NULL,2024-06-24,SHIPPED,NORTH
O001269,C0350,2024-12-28,DELIVERED,CENTRAL
O001270,C0252,2025-03-17,CANCELLED,EAST
O001271,C0276,2025-12-14,CANCELLED,SOUTH
O001272,C0393,2025-07-06,DELIVERED,EAST
O001273,C0301,2024-05-02,SHIPPED,SOUTH
O001274,C0128,2025-09-07,CANCELLED,NORTH
O001275,C0170,2024-04-01,CANCELLED,WEST
O001276,C0357,2025-04-30,CANCELLED,EAST
O001277,C0256,2024-04-02,DELIVERED,EAST
O001278,C0232,2026-02-08,RETURNED,NORTH
O001279,C0350,17-01-2025,PLACED,WEST
O001280,C0157,2024-01-29,SHIPPED,SOUTH
O001281,C0326,2025-09-27,SHIPPED,CENTRAL
O001282,C0192,2025-08-10,RETURNED,SOUTH
O001283,C0417,2026-04-18,DELIVERED,EAST
O001284,C0479,2024-10-25,DELIVERED,WEST
O001285,C0099,2025-09-09,RETURNED,WEST
O001286,C0402,2025-04-03,SHIPPED,SOUTH
O001287,C0492,2026-04-17,CANCELLED,CENTRAL
O001288,C0051,2026-05-18,RETURNED,CENTRAL
O001289,C0268,2025-02-07,SHIPPED,EAST
O001290,C0484,2025-10-03,DELIVERED,EAST
O001291,C0288,2025-05-10,DELIVERED,CENTRAL
O001292,C0426,2024-02-12,RETURNED,CENTRAL
O001293,C0089,2025-10-18,CANCELLED,SOUTH
O001294,C0181,2025-07-04,RETURNED,SOUTH
O001295,C0261,2025-01-14,SHIPPED,SOUTH
O001296,C0365,2024-11-23,DELIVERED,NORTH
O001297,C0473,2025-01-25,SHIPPED,EAST
O001298,C0091,2025-02-03,SHIPPED,CENTRAL
O001299,C0127,2025-09-28,PLACED,SOUTH
O001300,C0482,2026-06-18,CANCELLED,WEST
O001301,C0143,2026-05-12,CANCELLED,NORTH
O001302,C0357,2026-02-24,DELIVERED,SOUTH
O001303,C0462,2026-03-21,PLACED,WEST
O001304,C0146,2025-07-03,CANCELLED,SOUTH
O001305,C0487,2024-03-29,CANCELLED,WEST
O001306,C0056,2024-04-24,DELIVERED,SOUTH
O001307,C0224,2025-09-22,RETURNED,SOUTH
O001308,C0394,2024-08-03,PLACED,SOUTH
O001309,C0180,2025-04-18,PLACED,CENTRAL
O001310,C0033,2024-08-18,CANCELLED,NORTH
O001311,C0432,2024-09-08,PLACED,NORTH
O001312,C0058,2025-12-02,PLACED,EAST
O001313,C0020,2024-05-26,DELIVERED,WEST
O001314,C0394,2025-08-03,DELIVERED,NORTH
O001315,C0333,2026-04-23,RETURNED,WEST
O001316,C0231,2026-02-05,CANCELLED,WEST
O001317,C0471,2026-07-09,SHIPPED,WEST
O001318,C0132,2026-06-22,DELIVERED,WEST
O001319,C0211,2025-12-28,PLACED,SOUTH
O001320,C0483,2025-02-19,CANCELLED,WEST
O001321,C0187,2024-12-11,SHIPPED,SOUTH
O001322,C0292,2024-07-18,CANCELLED,CENTRAL
O001323,C0442,2026-02-21,CANCELLED,NORTH
O001324,C0278,2025-10-29,CANCELLED,NORTH
O001325,C0103,2024-08-10,CANCELLED,SOUTH
O001326,,2025-03-29,RETURNED,SOUTH
O001327,C0329,2025-02-15,SHIPPED,SOUTH
O001328,C0391,2025-05-13,DELIVERED,NORTH
O001329,C0403,07-03-2024,DELIVERED,EAST
O001330,C0477,2026-07-12,DELIVERED,EAST
O001331,C0320,2024-11-19,PLACED,EAST
O001332,C0052,2026-04-01,RETURNED,CENTRAL
O001333,C0210,2024-06-11,SHIPPED,NORTH
O001334,C0340,2024-05-30,CANCELLED,WEST
O001335,C0245,2024-06-23,CANCELLED,CENTRAL
O001336,C0293,05-07-2024,PLACED,EAST
O001337,C0044,2026-06-26,SHIPPED,NORTH
O001338,C0479,2026-03-20,DELIVERED,EAST
O001339,C0309,2026-03-29,PLACED,EAST
O001340,C0099,2025-06-09,SHIPPED,NORTH
O001341,C0333,2024-09-01,PLACED,WEST
O001342,C0338,23-03-2024,DELIVERED,CENTRAL
O001343,C0010,2024-11-05,PLACED,WEST
O001344,C0172,2025-01-10,PLACED,SOUTH
O001345,C0483,2024-12-20,CANCELLED,NORTH
O001346,C0413,2025-11-13,SHIPPED,NORTH
O001347,C0125,2024-03-17,DELIVERED,NORTH
O001348,NULL,2026-01-10,CANCELLED,EAST
O001349,C0403,2025-11-11,DELIVERED,SOUTH
O001350,C0047,05-01-2026,DELIVERED,NORTH
O001351,C0199,2024-11-24,CANCELLED,CENTRAL
O001352,C0362,2024-07-09,CANCELLED,SOUTH
O001353,C0260,2024-01-07,RETURNED,SOUTH
O001354,C0359,2024-05-06,SHIPPED,SOUTH
O001355,C0203,2025-10-12,SHIPPED,WEST
O001356,C0129,2026-04-24,PLACED,EAST
O001357,C0387,2024-06-14,RETURNED,WEST
O001358,C0041,2025-11-21,DELIVERED,EAST
O001359,C0302,2026-02-28,DELIVERED,CENTRAL
O001360,C0135,2026-01-14,CANCELLED,EAST
O001361,C0391,2025-05-15,DELIVERED,EAST
O001362,C0210,2025-04-21,CANCELLED,WEST
O001363,C0445,2026-07-09,DELIVERED,SOUTH
O001364,C0404,2024-11-20,CANCELLED,SOUTH
O001365,C0078,2025-08-30,PLACED,EAST
O001366,C0102,2024-01-23,PLACED,SOUTH
O001367,C0098,2025-05-13,CANCELLED,NORTH
O001368,C0181,2024-04-18,SHIPPED,CENTRAL
O001369,C0483,2025-05-21,SHIPPED,EAST
O001370,C0323,2024-11-14,PLACED,EAST
O001371,C0372,2025-01-17,DELIVERED,NORTH
O001372,C0229,2025-01-13,PLACED,WEST
O001373,C0403,2024-10-14,SHIPPED,EAST
O001374,C0401,2025-10-09,SHIPPED,WEST
O001375,C0289,2025-04-26,SHIPPED,CENTRAL
O001376,C0165,2024-03-24,PLACED,NORTH
O001377,C0231,2025-02-02,DELIVERED,WEST
O001378,C0127,2024-08-16,SHIPPED,EAST
O001379,C0490,2024-11-23,SHIPPED,CENTRAL
O001380,C0310,2024-05-03,RETURNED,EAST
O001381,C0128,2026-03-20,SHIPPED,SOUTH
O001382,None,2024-01-26,SHIPPED,WEST
O001383,C0321,2025-01-26,PLACED,WEST
O001384,C0142,2024-07-21,DELIVERED,NORTH
O001385,C0027,2026-06-07,CANCELLED,CENTRAL
O001386,C0014,2025-10-05,DELIVERED,EAST
O001387,C0166,02-08-2025,SHIPPED,WEST
O001388,C0033,2024-03-10,DELIVERED,EAST
O001389,C0498,2024-12-31,RETURNED,NORTH
O001390,C0269,2025-03-02,SHIPPED,WEST
O001391,C0082,2024-04-28,RETURNED,NORTH
O001392,C0027,2025-10-20,SHIPPED,SOUTH
O001393,C0489,2026-06-10,CANCELLED,NORTH
O001394,C0262,22-02-2026,DELIVERED,NORTH
O001395,,2025-08-26,RETURNED,EAST
O001396,C0261,2026-07-09,RETURNED,EAST
O001397,C0137,2025-07-23,PLACED,EAST
O001398,C0101,2024-11-30,CANCELLED,CENTRAL
O001399,C0496,2025-10-29,CANCELLED,NORTH
O001400,C0381,2026-06-14,SHIPPED,CENTRAL
O001401,C0419,2024-11-06,PLACED,SOUTH
O001402,C0262,2024-01-25,CANCELLED,WEST
O001403,C0369,2024-12-01,CANCELLED,CENTRAL
O001404,C0306,2024-10-19,DELIVERED,NORTH
O001405,C0437,2024-02-01,PLACED,WEST
O001406,C0196,2026-01-16,SHIPPED,WEST
O001407,C0380,2026-06-16,DELIVERED,NORTH
O001408,C0155,2024-05-25,SHIPPED,NORTH
O001409,C0471,2025-10-13,CANCELLED,SOUTH
O001410,C0008,2024-04-25,RETURNED,EAST
O001411,C0139,2024-01-24,DELIVERED,WEST
O001412,NULL,2025-01-21,DELIVERED,CENTRAL
O001413,C0460,2024-02-15,CANCELLED,SOUTH
O001414,NULL,2024-09-30,DELIVERED,NORTH
O001415,C0448,2025-07-30,SHIPPED,NORTH
O001416,C0147,2025-01-07,PLACED,EAST
O001417,C0372,2025-07-18,RETURNED,WEST
O001418,C0191,2025-04-23,CANCELLED,CENTRAL
O001419,C0209,2025-01-03,PLACED,WEST
O001420,C0231,2026-02-10,SHIPPED,CENTRAL
O001421,C0175,2025-07-07,SHIPPED,WEST
O001422,C0042,2026-04-23,DELIVERED,CENTRAL
O001423,C0003,2024-09-17,PLACED,WEST
O001424,C0060,2024-11-29,CANCELLED,SOUTH
O001425,C0296,2024-12-25,CANCELLED,SOUTH
O001426,C0428,2026-09-05,DELIVERED,WEST
O001427,C0074,2024-03-14,SHIPPED,CENTRAL
O001428,C0327,2024-04-08,SHIPPED,SOUTH
O001429,C0424,2026-03-05,PLACED,WEST
O001430,C0006,2025-12-15,RETURNED,CENTRAL
O001431,C0471,2025-05-04,CANCELLED,EAST
O001432,C0180,2024-02-01,DELIVERED,WEST
O001433,C0353,2025-08-24,DELIVERED,WEST
O001434,C0020,2025-05-14,SHIPPED,NORTH
O001435,C0233,2025-01-23,PLACED,CENTRAL
O001436,C0398,2025-12-21,SHIPPED,CENTRAL
O001437,C0442,2025-11-22,CANCELLED,EAST
O001438,C0357,2025-08-01,RETURNED,NORTH
O001439,C0358,2025-06-13,PLACED,CENTRAL
O001440,C0170,2025-03-12,CANCELLED,SOUTH
O001441,C0003,2025-01-31,DELIVERED,EAST
O001442,C0094,2024-08-16,CANCELLED,NORTH
O001443,C0052,2024-06-17,CANCELLED,WEST
O001444,C0188,24-03-2026,RETURNED,NORTH
O001445,NULL,2025-04-30,PLACED,EAST
O001446,C0244,2025-02-14,DELIVERED,SOUTH
O001447,C0045,2025-08-07,RETURNED,EAST
O001448,C0245,2024-03-09,DELIVERED,SOUTH
O001449,C0104,2024-05-30,RETURNED,NORTH
O001450,C0058,2025-06-21,SHIPPED,EAST
O001451,C0472,2024-09-06,CANCELLED,SOUTH
O001452,C0051,2024-06-25,SHIPPED,SOUTH
O001453,C0440,2025-06-06,DELIVERED,CENTRAL
O001454,C0085,2024-09-09,PLACED,WEST
O001455,C0031,2026-02-09,PLACED,WEST
O001456,C0231,2025-09-12,RETURNED,WEST
O001457,C0331,2026-06-11,DELIVERED,WEST
O001458,C0308,2024-02-01,DELIVERED,EAST
O001459,C0143,2025-02-06,RETURNED,CENTRAL
O001460,C0168,2024-11-11,RETURNED,CENTRAL
O001461,C0473,2025-11-29,DELIVERED,WEST
O001462,C0500,2024-12-16,PLACED,EAST
O001463,C0305,2025-06-09,SHIPPED,EAST
O001464,C0498,2024-11-09,RETURNED,WEST
O001465,C0343,2025-11-05,PLACED,SOUTH
O001466,C0352,2025-12-03,RETURNED,CENTRAL
O001467,C0089,2024-04-30,PLACED,SOUTH
O001468,C0455,2025-10-25,RETURNED,WEST
O001469,C0276,2024-12-15,RETURNED,WEST
O001470,C0002,2024-03-09,RETURNED,CENTRAL
O001471,C0421,2024-10-10,CANCELLED,CENTRAL
O001472,C0056,2025-05-02,DELIVERED,NORTH
O001473,C0434,2024-03-12,CANCELLED,SOUTH
O001474,C0021,2026-07-01,PLACED,EAST
O001475,C0221,2024-09-03,RETURNED,EAST
O001476,C0431,2024-08-30,CANCELLED,SOUTH
O001477,,2025-09-23,PLACED,WEST
O001478,C0064,2024-04-07,SHIPPED,SOUTH
O001479,None,2024-04-19,CANCELLED,WEST
O001480,C0110,2024-08-25,CANCELLED,CENTRAL
O001481,NULL,2025-01-24,RETURNED,EAST
O001482,C0165,2024-01-22,PLACED,SOUTH
O001483,C0361,2024-03-20,SHIPPED,SOUTH
O001484,C0161,2024-12-27,RETURNED,WEST
O001485,C0492,2024-01-25,DELIVERED,WEST
O001486,C0293,19-12-2024,CANCELLED,NORTH
O001487,C0224,2024-09-18,SHIPPED,SOUTH
O001488,C0113,2026-05-24,DELIVERED,WEST
O001489,C0187,2024-02-19,RETURNED,NORTH
O001490,C0129,2024-03-22,CANCELLED,EAST
O001491,C0446,2024-07-09,DELIVERED,CENTRAL
O001492,C0027,2025-08-09,SHIPPED,EAST
O001493,C0281,2025-04-26,SHIPPED,CENTRAL
O001494,C0365,2024-03-19,DELIVERED,WEST
O001495,C0284,2026-02-18,DELIVERED,EAST
O001496,C0438,2024-06-24,DELIVERED,WEST
O001497,,2024-06-20,PLACED,CENTRAL
O001498,C0401,2024-10-12,SHIPPED,CENTRAL
O001499,C0387,2026-08-15,CANCELLED,WEST
O001500,C0282,2025-07-08,RETURNED,EAST
O001501,C0403,2025-09-12,CANCELLED,SOUTH
O001502,C0258,2026-05-28,PLACED,EAST
O001503,C0060,2025-09-10,CANCELLED,SOUTH
O001504,C0385,2024-01-17,RETURNED,SOUTH
O001505,C0333,2026-03-23,CANCELLED,EAST
O001506,C0250,2025-02-12,CANCELLED,NORTH
O001507,C0126,2024-05-29,CANCELLED,WEST
O001508,C0455,2025-10-31,RETURNED,WEST
O001509,C0021,2026-06-08,RETURNED,SOUTH
O001510,C0006,2024-04-13,SHIPPED,CENTRAL
O001511,C0191,2024-01-25,PLACED,EAST
O001512,C0189,2024-02-22,CANCELLED,CENTRAL
O001513,C0019,2025-11-13,SHIPPED,WEST
O001514,C0170,2025-11-07,SHIPPED,NORTH
O001515,C0316,2025-01-28,SHIPPED,SOUTH
O001516,C0215,2025-08-05,RETURNED,EAST
O001517,,2024-08-03,DELIVERED,SOUTH
O001518,C0240,2024-06-18,PLACED,CENTRAL
O001519,C0373,2025-01-16,PLACED,EAST
O001520,C0270,2024-06-08,RETURNED,SOUTH
O001521,NULL,2026-04-14,CANCELLED,NORTH
O001522,C0488,2025-08-28,SHIPPED,SOUTH
O001523,C0451,2024-09-11,PLACED,WEST
O001524,C0381,2025-02-13,CANCELLED,NORTH
O001525,C0397,2024-11-17,CANCELLED,WEST
O001526,C0016,2024-12-07,CANCELLED,WEST
O001527,C0302,2024-08-07,SHIPPED,EAST
O001528,C0082,2025-09-04,DELIVERED,SOUTH
O001529,C0277,2025-03-14,SHIPPED,NORTH
O001530,C0002,2025-04-27,PLACED,CENTRAL
O001531,C0045,2024-02-11,DELIVERED,NORTH
O001532,C0315,2024-01-01,CANCELLED,NORTH
O001533,C0137,2025-08-30,SHIPPED,NORTH
O001534,C0237,2025-09-12,CANCELLED,CENTRAL
O001535,C0115,2025-12-06,CANCELLED,WEST
O001536,C0184,2025-06-05,SHIPPED,EAST
O001537,C0342,2024-11-30,DELIVERED,CENTRAL
O001538,C0449,2024-04-30,PLACED,EAST
O001539,C0353,2024-11-23,RETURNED,CENTRAL
O001540,C0155,2025-12-27,SHIPPED,EAST
O001541,NULL,2024-02-20,CANCELLED,EAST
O001542,C0231,2024-05-16,RETURNED,SOUTH
O001543,C0004,2026-06-09,PLACED,SOUTH
O001544,C0022,2026-06-24,SHIPPED,SOUTH
O001545,C0214,2024-02-09,PLACED,EAST
O001546,C0002,2024-04-17,PLACED,CENTRAL
O001547,C0141,2025-06-27,SHIPPED,WEST
O001548,C0395,2026-01-18,RETURNED,WEST
O001549,C0023,2024-10-18,CANCELLED,WEST
O001550,C0476,2025-04-19,RETURNED,SOUTH
O001551,C0231,2024-09-28,RETURNED,EAST
O001552,,2024-09-28,CANCELLED,NORTH
O001553,C0221,2024-02-18,RETURNED,WEST
O001554,C0009,2025-05-28,RETURNED,NORTH
O001555,C0255,2025-08-17,SHIPPED,WEST
O001556,C0288,2026-01-13,DELIVERED,EAST
O001557,C0332,08-09-2024,PLACED,SOUTH
O001558,C0337,2024-10-26,SHIPPED,EAST
O001559,C0050,2026-02-22,DELIVERED,NORTH
O001560,C0080,2026-06-13,PLACED,SOUTH
O001561,C0059,2026-02-22,CANCELLED,CENTRAL
O001562,C0063,2025-05-07,PLACED,SOUTH
O001563,C0199,2026-04-05,RETURNED,NORTH
O001564,C0033,2024-06-15,CANCELLED,EAST
O001565,C0016,2024-12-14,CANCELLED,SOUTH
O001566,C0086,2024-07-13,SHIPPED,WEST
O001567,C0286,2026-02-28,DELIVERED,WEST
O001568,C0097,04-01-2024,PLACED,WEST
O001569,NULL,2026-05-07,RETURNED,CENTRAL
O001570,C0288,2026-02-23,PLACED,NORTH
O001571,None,2026-04-10,PLACED,NORTH
O001572,C0440,2024-04-19,PLACED,WEST
O001573,C0079,2024-10-14,DELIVERED,WEST
O001574,C0158,26-01-2026,DELIVERED,SOUTH
O001575,C0477,2025-06-21,PLACED,EAST
O001576,C0163,2026-06-28,DELIVERED,EAST
O001577,C0160,2026-05-11,RETURNED,CENTRAL
O001578,C0446,2025-12-08,CANCELLED,NORTH
O001579,C0160,2026-06-18,DELIVERED,NORTH
O001580,NULL,2025-08-25,DELIVERED,EAST
O001581,C0082,2025-08-28,SHIPPED,CENTRAL
O001582,C0359,2026-06-06,SHIPPED,SOUTH
O001583,C0378,2026-04-21,RETURNED,EAST
O001584,C0296,2026-03-24,CANCELLED,SOUTH
O001585,C0314,2025-11-13,RETURNED,WEST
O001586,C0467,2025-08-15,CANCELLED,EAST
O001587,C0332,2025-09-11,PLACED,SOUTH
O001588,C0296,2024-07-07,DELIVERED,SOUTH
O001589,,2026-02-01,DELIVERED,CENTRAL
O001590,C0002,2025-10-29,PLACED,SOUTH
O001591,C0229,2024-05-27,CANCELLED,WEST
O001592,C0338,2025-06-15,SHIPPED,WEST
O001593,C0181,2024-07-11,PLACED,WEST
O001594,NULL,2024-09-15,CANCELLED,CENTRAL
O001595,C0149,2024-07-27,CANCELLED,NORTH
O001596,C0243,2026-03-15,SHIPPED,WEST
O001597,C0103,2025-12-05,CANCELLED,SOUTH
O001598,C0225,2026-07-15,RETURNED,CENTRAL
O001599,C0329,2024-05-28,PLACED,CENTRAL
O001600,C0410,13-11-2024,SHIPPED,EAST
O001601,C0130,2026-04-09,RETURNED,CENTRAL
O001602,C0472,2026-07-18,RETURNED,WEST
O001603,,2024-12-15,CANCELLED,EAST
O001604,C0357,2026-04-03,RETURNED,CENTRAL
O001605,C0289,2024-12-31,DELIVERED,EAST
O001606,C0183,2025-04-27,RETURNED,NORTH
O001607,C0354,2024-03-19,SHIPPED,WEST
O001608,C0212,2025-07-01,CANCELLED,SOUTH
O001609,C0114,2026-01-25,RETURNED,WEST
O001610,C0062,2024-10-14,SHIPPED,CENTRAL
O001611,C0061,2024-04-05,SHIPPED,NORTH
O001612,C0244,2025-12-06,CANCELLED,SOUTH
O001613,C0408,2025-02-25,RETURNED,EAST
O001614,C0001,2025-03-13,SHIPPED,NORTH
O001615,C0379,2024-04-09,SHIPPED,SOUTH
O001616,C0378,2024-02-16,CANCELLED,NORTH
O001617,C0339,2025-04-05,SHIPPED,EAST
O001618,C0322,2026-02-13,DELIVERED,SOUTH
O001619,NULL,22-01-2025,CANCELLED,NORTH
O001620,C0044,2026-02-21,SHIPPED,EAST
O001621,C0366,2025-06-16,RETURNED,CENTRAL
O001622,C0169,2026-06-26,SHIPPED,WEST
O001623,C0218,2024-06-25,SHIPPED,NORTH
O001624,C0101,2025-02-19,RETURNED,NORTH
O001625,C0408,2025-12-12,DELIVERED,CENTRAL
O001626,C0246,2025-02-08,RETURNED,SOUTH
O001627,C0276,2026-06-15,RETURNED,CENTRAL
O001628,C0453,2024-03-16,PLACED,EAST
O001629,C0171,2025-07-16,SHIPPED,SOUTH
O001630,C0412,2026-03-19,DELIVERED,WEST
O001631,C0370,2025-10-11,PLACED,EAST
O001632,C0016,2024-02-03,DELIVERED,NORTH
O001633,C0166,2024-06-17,SHIPPED,WEST
O001634,C0488,2026-04-04,RETURNED,NORTH
O001635,C0369,2024-06-02,RETURNED,EAST
O001636,C0386,2024-10-26,RETURNED,CENTRAL
O001637,C0245,2024-10-21,PLACED,CENTRAL
O001638,NULL,2026-03-18,DELIVERED,CENTRAL
O001639,C0026,2024-01-03,DELIVERED,EAST
O001640,C0371,2025-06-12,CANCELLED,SOUTH
O001641,C0409,2024-10-02,PLACED,SOUTH
O001642,C0402,2025-08-13,DELIVERED,WEST
O001643,C0107,2024-09-03,DELIVERED,CENTRAL
O001644,C0399,2025-10-13,DELIVERED,EAST
O001645,C0411,2024-02-18,RETURNED,CENTRAL
O001646,C0379,2024-01-06,RETURNED,WEST
O001647,C0256,2026-06-20,RETURNED,NORTH
O001648,C0205,2024-10-01,PLACED,SOUTH
O001649,C0268,2025-08-08,DELIVERED,SOUTH
O001650,C0451,2025-03-05,CANCELLED,SOUTH
O001651,C0054,2024-11-13,CANCELLED,EAST
O001652,C0485,2025-10-08,DELIVERED,SOUTH
O001653,C0207,2026-03-18,PLACED,SOUTH
O001654,C0492,05-06-2026,CANCELLED,EAST
O001655,C0442,2024-10-24,DELIVERED,SOUTH
O001656,C0375,2024-04-21,PLACED,EAST
O001657,C0372,2024-05-17,DELIVERED,EAST
O001658,C0352,2025-10-16,SHIPPED,EAST
O001659,C0100,2026-04-28,SHIPPED,SOUTH
O001660,C0413,2024-04-14,DELIVERED,CENTRAL
O001661,C0025,2025-09-13,CANCELLED,SOUTH
O001662,C0069,2025-02-18,DELIVERED,NORTH
O001663,C0490,2024-03-26,PLACED,WEST
