user_id,transaction_date,store_id,city,region,product_category,price,age,subscription,status
U0640,2024-04-15,S002,Seattle,North,Clothing,219.52,36,Premium,
U2624,2024-01-17,S005,Dallas,South,Clothing,538.12,29,Premium,
U1213,2024-03-17,S001,Seattle,North,Furniture,468.49,32,Basic,
U0754,2024-06-13,S003,Miami,South,Clothing,93.76,16,Basic,
U2808,2024-01-29,S016,Dallas,South,Electronics,,16,Premium,
U0547,2024-01-05,S015,Chicago,East,Electronics,,45,Basic,Completed
U2755,2024-03-08,S011,Denver,North,Electronics,,36,Premium,
U1037,2024-03-26,S006,Dallas,South,Electronics,30.73,25,Premium,Pending
U0665,2024-06-17,S020,Seattle,North,Clothing,,45,Premium,Completed
U1879,2024-04-03,S018,New York,East,Electronics,911.28,30,Basic,
U0241,2024-03-04,S001,Miami,South,Clothing,,23,Basic,Pending
U0545,2024-06-25,S012,Seattle,North,Clothing,,24,Premium,
U2183,2024-04-22,S001,Denver,North,Furniture,,42,Basic,
U2240,2024-02-07,S019,San Diego,West,Furniture,,23,Basic,Pending
U2918,2024-04-12,S005,Dallas,South,Electronics,,28,Basic,Pending
U2476,2024-06-08,S003,Houston,South,Furniture,146.76,25,Basic,
U0714,2024-02-04,S020,San Diego,West,Electronics,,21,Basic,
U2540,2024-02-02,S013,San Diego,West,Clothing,,45,Basic,Completed
U0775,2024-03-29,S020,Miami,South,Furniture,,34,Premium,Completed
U1314,2024-05-21,S017,Houston,South,Furniture,,30,Premium,Pending
U1777,2024-01-04,S009,Seattle,North,Electronics,,32,Basic,
U1012,2024-01-25,S017,Seattle,North,Furniture,751.11,18,Premium,Completed
U1649,2024-01-03,S010,Los Angeles,West,Electronics,311.54,37,Basic,Pending
U0602,2024-06-06,S021,San Diego,West,Furniture,,43,Basic,
U2311,2024-01-19,S001,Boston,East,Electronics,220.04,31,Basic,Completed
U2604,2024-05-19,S019,Dallas,South,Electronics,,36,Basic,
U1572,2024-03-17,S023,Chicago,East,Furniture,,26,Premium,Completed
U2125,2024-02-16,S001,Boston,East,Electronics,,29,Basic,
U0420,2024-06-08,S013,Minneapolis,North,Furniture,142.6,42,Premium,
U1516,2024-04-12,S016,New York,East,Electronics,,36,Premium,Pending
U2522,2024-04-14,S014,Dallas,South,Furniture,,20,Basic,Completed
U1269,2024-03-04,S004,Denver,North,Clothing,,23,Premium,
U0796,2024-05-03,S001,Denver,North,Electronics,,31,Premium,
U0695,2024-01-19,S008,Houston,South,Electronics,430.66,40,Premium,Completed
U0601,2024-06-26,S019,Minneapolis,North,Furniture,,34,Premium,
U1984,2024-02-19,S007,Boston,East,Electronics,,41,Basic,Pending
U1127,2024-04-24,S001,Minneapolis,North,Furniture,,29,Premium,Pending
U2190,2024-04-16,S003,New York,East,Clothing,,38,Basic,Pending
U1317,2024-01-20,S002,San Diego,West,Furniture,977.91,33,Basic,Completed
U1980,2024-06-26,S018,Chicago,East,Electronics,,24,Basic,Pending
U0789,2024-03-06,S018,Phoenix,West,Electronics,798.89,16,Basic,Pending
U2231,2024-01-21,S009,San Diego,West,Clothing,285.82,28,Basic,Completed
U2467,2024-06-19,S021,San Diego,West,Electronics,,16,Premium,Pending
U0047,2024-05-30,S010,New York,East,Furniture,,19,Basic,Completed
U1019,2024-06-03,S018,New York,East,Electronics,,34,Basic,Pending
U0657,2024-01-11,S018,Chicago,East,Clothing,563.59,24,Premium,
U1822,2024-05-16,S011,Los Angeles,West,Clothing,174.3,26,Premium,Pending
U1158,2024-06-26,S007,Miami,South,Furniture,869.61,23,Basic,
U1711,2024-02-03,S020,New York,East,Electronics,,24,Premium,
U2078,2024-01-14,S017,Houston,South,Electronics,725.44,33,Basic,Completed
U2444,2024-02-13,S004,Phoenix,West,Furniture,607.5,18,Basic,Completed
U0324,2024-01-24,S013,Chicago,East,Electronics,,26,Basic,
U1387,2024-05-23,S013,San Diego,West,Electronics,256.15,19,Premium,
U2688,2024-04-13,S022,San Diego,West,Clothing,,20,Premium,Pending
U0926,2024-06-02,S016,Miami,South,Electronics,,27,Basic,Pending
U1968,2024-06-27,S022,Phoenix,West,Furniture,777.12,44,Premium,Completed
U1818,2024-01-17,S003,Denver,North,Furniture,826.42,26,Premium,
U1116,2024-04-17,S005,Houston,South,Clothing,,23,Basic,
U2361,2024-04-06,S001,San Diego,West,Electronics,,18,Basic,Completed
U0532,2024-04-05,S001,Miami,South,Clothing,,32,Basic,Completed
U1355,2024-01-14,S013,Dallas,South,Electronics,,42,Premium,Pending
U0181,2024-02-03,S014,Phoenix,West,Furniture,,35,Premium,Completed
U0887,2024-05-30,S006,Phoenix,West,Electronics,77.53,23,Premium,Completed
U1495,2024-02-04,S011,Phoenix,West,Clothing,,40,Basic,Pending
U2329,2024-04-29,S019,Seattle,North,Electronics,,28,Premium,Completed
U2553,2024-05-16,S015,Dallas,South,Electronics,,45,Basic,
U1318,2024-03-06,S005,Minneapolis,North,Furniture,,39,Basic,
U1169,2024-03-25,S004,Chicago,East,Electronics,566.29,33,Premium,
U2245,2024-06-01,S012,Houston,South,Furniture,,44,Basic,Pending
U1631,2024-04-13,S022,New York,East,Furniture,,31,Basic,Completed
U1290,2024-06-28,S008,Houston,South,Electronics,,19,Basic,Completed
U1269,2024-05-18,S001,Dallas,South,Clothing,310.41,20,Basic,Pending
U0066,2024-02-03,S012,Boston,East,Electronics,,18,Basic,Completed
U2789,2024-01-02,S022,San Diego,West,Electronics,,29,Basic,Completed
U1295,2024-04-18,S015,San Diego,West,Furniture,,20,Premium,Pending
U1238,2024-01-20,S011,New York,East,Furniture,321.44,24,Premium,
U1538,2024-03-08,S022,Seattle,North,Electronics,815.42,45,Basic,
U0223,2024-03-22,S024,Dallas,South,Furniture,98.35,45,Basic,Pending
U1231,2024-04-13,S013,Boston,East,Clothing,887.47,23,Premium,Pending
U2923,2024-06-04,S022,Houston,South,Furniture,,33,Premium,Pending
U2813,2024-04-29,S024,Los Angeles,West,Electronics,,41,Premium,
U1087,2024-03-03,S019,Phoenix,West,Electronics,,35,Basic,Pending
U2003,2024-03-02,S023,New York,East,Electronics,712.34,31,Premium,
U0546,2024-02-23,S002,Houston,South,Clothing,202.32,45,Premium,Pending
U0984,2024-02-11,S020,Houston,South,Clothing,862.28,21,Basic,Completed
U1800,2024-05-01,S006,Chicago,East,Furniture,239.36,43,Basic,
U0577,2024-01-12,S006,New York,East,Furniture,,24,Premium,Completed
U1734,2024-06-06,S017,New York,East,Electronics,,22,Basic,Pending
U2703,2024-01-19,S022,Chicago,East,Electronics,,43,Premium,Pending
U1101,2024-06-25,S002,Seattle,North,Clothing,,26,Basic,
U2826,2024-06-04,S008,Los Angeles,West,Furniture,,38,Basic,Pending
U1008,2024-02-24,S021,New York,East,Clothing,,45,Premium,Pending
U1841,2024-04-29,S003,Dallas,South,Electronics,425.88,32,Premium,Pending
U1646,2024-03-17,S001,Dallas,South,Clothing,,17,Premium,Pending
U0142,2024-03-26,S017,Seattle,North,Furniture,,36,Basic,Completed
U2982,2024-01-10,S024,Miami,South,Clothing,,24,Premium,
U2655,2024-04-21,S006,Houston,South,Furniture,,20,Basic,
U0010,2024-04-20,S008,New York,East,Electronics,,41,Basic,
U1653,2024-03-08,S010,Miami,South,Electronics,,26,Basic,
U2402,2024-02-23,S019,Phoenix,West,Electronics,705.0,37,Basic,
U2353,2024-05-18,S009,Minneapolis,North,Electronics,606.77,32,Basic,Completed
U2414,2024-06-07,S010,Denver,North,Electronics,605.27,22,Premium,Pending
U1788,2024-03-16,S024,New York,East,Electronics,237.98,24,Basic,Completed
U0536,2024-01-26,S019,Chicago,East,Furniture,709.81,41,Premium,
U0428,2024-03-25,S008,Minneapolis,North,Clothing,,38,Premium,Completed
U2806,2024-04-25,S006,Miami,South,Furniture,,42,Basic,Pending
U1230,2024-02-14,S023,Boston,East,Clothing,471.87,38,Basic,Completed
U2103,2024-05-08,S015,New York,East,Electronics,535.34,36,Basic,Completed
U1351,2024-06-17,S017,Seattle,North,Clothing,68.49,18,Premium,
U2963,2024-03-06,S015,Denver,North,Clothing,752.64,35,Basic,Pending
U0101,2024-06-22,S022,Minneapolis,North,Clothing,,34,Basic,Completed
U2779,2024-05-18,S015,New York,East,Furniture,,41,Premium,Completed
U2225,2024-01-16,S013,Boston,East,Electronics,,19,Basic,Pending
U1460,2024-03-22,S014,Miami,South,Furniture,,31,Basic,Pending
U1343,2024-04-01,S006,Houston,South,Electronics,,24,Premium,Completed
U0215,2024-04-08,S014,Houston,South,Furniture,,25,Premium,Pending
U0293,2024-04-16,S011,Houston,South,Clothing,,44,Basic,Pending
U1066,2024-01-18,S005,Houston,South,Electronics,,22,Basic,
U1745,2024-01-05,S002,Boston,East,Clothing,,16,Premium,Pending
U0795,2024-01-12,S007,Denver,North,Electronics,,17,Premium,Completed
U2842,2024-03-26,S024,Phoenix,West,Furniture,,35,Basic,
U0284,2024-02-24,S001,Minneapolis,North,Furniture,,36,Premium,
U1949,2024-06-01,S005,Miami,South,Clothing,,20,Basic,Completed
U0860,2024-04-02,S017,Miami,South,Clothing,,45,Premium,Pending
U0839,2024-03-31,S010,Miami,South,Clothing,,34,Basic,Pending
U2623,2024-06-12,S022,Chicago,East,Clothing,,34,Premium,Completed
U2695,2024-04-20,S020,Los Angeles,West,Furniture,,36,Premium,Completed
U0369,2024-03-31,S009,Boston,East,Furniture,,30,Premium,Pending
U0630,2024-01-11,S024,New York,East,Furniture,,31,Basic,
U1790,2024-04-27,S004,Minneapolis,North,Clothing,,32,Basic,
U1095,2024-06-24,S017,New York,East,Electronics,531.54,20,Basic,
U2130,2024-04-11,S014,Seattle,North,Furniture,175.99,40,Premium,Completed
U1759,2024-01-08,S013,Minneapolis,North,Furniture,,21,Basic,Pending
U1969,2024-03-15,S007,New York,East,Clothing,,28,Premium,
U0876,2024-06-17,S017,San Diego,West,Electronics,,30,Premium,Pending
U0601,2024-04-07,S010,Denver,North,Furniture,426.03,34,Premium,Pending
U0626,2024-03-01,S005,Boston,East,Furniture,,19,Basic,
U2059,2024-05-28,S008,Los Angeles,West,Electronics,482.1,17,Premium,
U1755,2024-03-21,S021,Minneapolis,North,Furniture,,37,Basic,Pending
U1830,2024-05-28,S003,Minneapolis,North,Clothing,,29,Basic,Pending
U1286,2024-02-21,S020,Phoenix,West,Furniture,,39,Premium,Pending
U2107,2024-01-17,S011,Minneapolis,North,Electronics,,33,Basic,Pending
U2089,2024-06-04,S018,Dallas,South,Clothing,,33,Basic,Pending
U0842,2024-05-14,S022,Los Angeles,West,Electronics,,20,Premium,
U1635,2024-06-23,S021,Los Angeles,West,Electronics,790.62,16,Basic,
U0362,2024-05-20,S021,Los Angeles,West,Furniture,793.33,36,Basic,
U0403,2024-05-10,S016,New York,East,Furniture,,28,Premium,Completed
U0193,2024-04-26,S025,New York,East,Clothing,163.8,20,Basic,
U2486,2024-02-29,S017,Boston,East,Furniture,,37,Basic,
U1861,2024-01-12,S002,Chicago,East,Clothing,,30,Basic,
U2989,2024-02-27,S023,Boston,East,Clothing,,30,Premium,
U0416,2024-02-13,S011,New York,East,Clothing,,37,Basic,Pending
U2770,2024-01-09,S003,Seattle,North,Furniture,534.3,35,Premium,
U1122,2024-03-12,S012,Seattle,North,Clothing,982.22,22,Premium,Completed
U1276,2024-01-17,S021,Denver,North,Electronics,,40,Premium,Completed
U2655,2024-03-23,S018,Los Angeles,West,Clothing,,26,Basic,
U2465,2024-01-20,S015,Phoenix,West,Furniture,,35,Basic,
U0219,2024-02-06,S025,Chicago,East,Clothing,,29,Basic,Pending
U1688,2024-05-01,S025,Seattle,North,Electronics,,25,Premium,Completed
U1770,2024-02-25,S016,Chicago,East,Clothing,,32,Premium,Completed
U1455,2024-05-29,S023,Houston,South,Clothing,918.66,45,Premium,
U1799,2024-02-29,S018,Phoenix,West,Clothing,,38,Premium,Completed
U2314,2024-01-23,S023,Minneapolis,North,Clothing,668.65,21,Premium,Completed
U0718,2024-03-17,S012,San Diego,West,Furniture,,36,Basic,
U1014,2024-05-29,S015,Houston,South,Electronics,,25,Basic,Pending
U2905,2024-03-06,S004,Dallas,South,Furniture,358.47,34,Basic,
U1161,2024-06-15,S009,Phoenix,West,Clothing,745.91,19,Basic,Completed
U1811,2024-01-01,S006,Seattle,North,Electronics,95.38,19,Basic,
U2261,2024-01-19,S025,Seattle,North,Electronics,,37,Basic,Pending
U2864,2024-01-15,S023,Minneapolis,North,Electronics,,25,Premium,
U0527,2024-05-31,S010,Chicago,East,Clothing,,22,Premium,Completed
U1740,2024-06-11,S019,Minneapolis,North,Electronics,731.49,28,Premium,Completed
U2285,2024-02-18,S015,Houston,South,Clothing,140.65,28,Basic,Pending
U1784,2024-01-20,S024,Los Angeles,West,Clothing,,24,Premium,Completed
U0551,2024-02-02,S008,Chicago,East,Furniture,283.29,33,Premium,Completed
U0856,2024-04-22,S014,Miami,South,Electronics,498.46,39,Premium,Completed
U1943,2024-04-25,S021,San Diego,West,Electronics,,19,Basic,Pending
U0111,2024-06-06,S025,New York,East,Electronics,,30,Basic,Pending
U1477,2024-04-21,S002,Seattle,North,Clothing,,23,Basic,Completed
U1555,2024-02-25,S025,Phoenix,West,Furniture,369.57,28,Basic,Pending
U2387,2024-02-10,S015,Boston,East,Furniture,,41,Premium,Pending
U2490,2024-01-12,S011,Los Angeles,West,Furniture,,39,Basic,Pending
U0261,2024-02-23,S009,Denver,North,Furniture,,31,Premium,Completed
U2185,2024-05-17,S010,Chicago,East,Electronics,,23,Premium,Pending
U1480,2024-03-11,S023,Miami,South,Furniture,102.02,31,Basic,
U0811,2024-02-08,S009,Seattle,North,Electronics,702.75,30,Basic,
U1298,2024-02-24,S001,Los Angeles,West,Furniture,303.72,26,Basic,Completed
U1806,2024-05-06,S017,Houston,South,Electronics,210.43,32,Basic,
U0212,2024-01-16,S018,Phoenix,West,Furniture,,18,Basic,Completed
U2386,2024-01-22,S009,Seattle,North,Electronics,,33,Basic,Completed
U2586,2024-01-27,S003,San Diego,West,Furniture,,17,Basic,
U2149,2024-03-22,S011,Houston,South,Electronics,,29,Premium,Completed
U1753,2024-05-28,S003,New York,East,Furniture,,21,Premium,Completed
U1656,2024-01-09,S002,Los Angeles,West,Electronics,201.32,29,Basic,
U2832,2024-03-26,S005,Phoenix,West,Clothing,184.84,19,Premium,Pending
U0629,2024-01-07,S002,Houston,South,Clothing,,24,Basic,
U2412,2024-05-24,S013,New York,East,Electronics,,22,Premium,Completed
U0556,2024-02-04,S011,Seattle,North,Electronics,247.47,20,Premium,
U0722,2024-01-13,S021,Denver,North,Electronics,46.98,39,Premium,Completed
U0467,2024-02-23,S007,Minneapolis,North,Clothing,,22,Premium,
U0714,2024-04-03,S004,Chicago,East,Clothing,,23,Basic,Pending
U1687,2024-06-22,S007,Denver,North,Electronics,318.19,28,Basic,Pending
U2497,2024-04-23,S009,Dallas,South,Electronics,,29,Premium,Pending
U0713,2024-01-14,S025,Seattle,North,Clothing,464.74,31,Premium,Pending
U2712,2024-05-26,S016,Seattle,North,Furniture,,28,Premium,Pending
U2820,2024-02-15,S011,Houston,South,Clothing,,24,Basic,Pending
U0646,2024-04-04,S002,Chicago,East,Furniture,,29,Basic,Completed
U1092,2024-05-01,S013,Seattle,North,Electronics,852.02,27,Premium,Pending
U1809,2024-03-10,S011,Houston,South,Furniture,,22,Basic,Completed
U2597,2024-05-27,S005,Minneapolis,North,Electronics,303.84,40,Basic,Pending
U2427,2024-02-08,S016,Seattle,North,Clothing,100.16,30,Basic,Completed
U2562,2024-05-20,S007,Boston,East,Clothing,,29,Basic,
U1758,2024-03-04,S013,San Diego,West,Electronics,,25,Basic,
U2617,2024-03-01,S012,San Diego,West,Electronics,863.24,32,Premium,Completed
U1613,2024-05-11,S003,Chicago,East,Clothing,,31,Premium,Pending
U0536,2024-04-07,S006,San Diego,West,Furniture,,19,Basic,
U2514,2024-04-18,S001,Miami,South,Furniture,,28,Basic,
U0852,2024-01-31,S013,New York,East,Clothing,788.08,40,Basic,Pending
U1626,2024-02-17,S005,Minneapolis,North,Clothing,753.69,21,Basic,
U1215,2024-03-29,S020,Dallas,South,Electronics,,39,Basic,Completed
U0882,2024-04-11,S003,Minneapolis,North,Furniture,,21,Basic,
U1570,2024-03-15,S014,Dallas,South,Furniture,462.47,16,Basic,
U2256,2024-02-27,S020,Boston,East,Electronics,,28,Premium,Completed
U1434,2024-05-26,S025,Los Angeles,West,Clothing,724.05,35,Basic,
U2397,2024-01-09,S008,Los Angeles,West,Electronics,,22,Basic,
U1718,2024-05-03,S018,Chicago,East,Clothing,,17,Basic,Completed
U2984,2024-01-16,S020,San Diego,West,Clothing,,24,Premium,Completed
U1641,2024-01-03,S023,Minneapolis,North,Furniture,598.51,18,Premium,Completed
U1277,2024-06-16,S017,New York,East,Electronics,,43,Basic,Completed
U1656,2024-05-19,S020,Phoenix,West,Electronics,,25,Premium,Completed
U0822,2024-03-07,S009,Denver,North,Furniture,,22,Basic,Completed
U0306,2024-04-18,S019,Phoenix,West,Clothing,,31,Premium,Completed
U2227,2024-04-07,S016,Los Angeles,West,Clothing,116.9,44,Premium,Pending
U0476,2024-02-22,S019,Chicago,East,Electronics,,20,Basic,Pending
U2741,2024-01-02,S021,Chicago,East,Furniture,,19,Premium,
U1882,2024-06-10,S016,Denver,North,Electronics,,40,Premium,Pending
U1952,2024-05-10,S010,Denver,North,Clothing,,35,Premium,Completed
U2270,2024-01-21,S010,Phoenix,West,Clothing,,37,Basic,Completed
U2366,2024-03-14,S005,New York,East,Furniture,,44,Premium,Completed
U2909,2024-03-01,S011,San Diego,West,Electronics,70.37,37,Basic,
U0760,2024-04-09,S009,San Diego,West,Furniture,,21,Basic,Completed
U2687,2024-05-07,S005,Seattle,North,Electronics,,31,Premium,
U1911,2024-05-29,S012,Minneapolis,North,Furniture,437.4,25,Premium,Completed
U0126,2024-04-04,S023,Phoenix,West,Furniture,,30,Basic,
U1647,2024-02-23,S010,Denver,North,Furniture,,30,Premium,Pending
U0640,2024-04-09,S012,Dallas,South,Furniture,,24,Basic,Completed
U1952,2024-01-06,S021,Los Angeles,West,Clothing,,42,Premium,Completed
U1549,2024-05-10,S002,Dallas,South,Clothing,791.7,30,Premium,Completed
U0015,2024-06-12,S020,Houston,South,Furniture,,41,Premium,Pending
U0556,2024-05-17,S014,New York,East,Clothing,185.13,39,Premium,Completed
U1439,2024-06-17,S005,New York,East,Electronics,,21,Premium,Pending
U0054,2024-05-17,S005,Denver,North,Clothing,,35,Basic,Completed
U0006,2024-03-10,S025,Los Angeles,West,Furniture,,35,Premium,Completed
U1528,2024-01-27,S022,Los Angeles,West,Clothing,,22,Basic,Pending
U0597,2024-02-12,S010,New York,East,Clothing,135.31,45,Basic,Pending
U2280,2024-01-11,S001,Miami,South,Electronics,145.07,16,Premium,Completed
U1230,2024-01-27,S008,Minneapolis,North,Clothing,315.26,26,Premium,
U0392,2024-06-16,S018,Denver,North,Clothing,,25,Premium,
U0150,2024-02-14,S022,Phoenix,West,Furniture,564.36,23,Premium,Pending
U0910,2024-03-29,S023,Miami,South,Furniture,968.71,23,Basic,
U2397,2024-01-30,S022,New York,East,Electronics,628.15,30,Basic,Completed
U2952,2024-04-13,S018,San Diego,West,Clothing,,45,Basic,Pending
U2427,2024-05-26,S018,Minneapolis,North,Electronics,,34,Premium,Pending
U2469,2024-04-20,S012,Phoenix,West,Clothing,895.99,35,Basic,Completed
U1546,2024-01-18,S014,San Diego,West,Clothing,,30,Basic,Pending
U1819,2024-01-12,S005,San Diego,West,Clothing,,45,Premium,Pending
U2720,2024-05-23,S018,San Diego,West,Furniture,,23,Premium,
U1149,2024-02-19,S020,Miami,South,Clothing,621.5,35,Basic,Pending
U1104,2024-03-18,S011,Houston,South,Electronics,,33,Basic,
U0755,2024-03-02,S007,Boston,East,Electronics,,40,Premium,Pending
U0328,2024-04-26,S024,Boston,East,Electronics,,43,Basic,
U0443,2024-03-24,S010,Denver,North,Clothing,848.93,45,Premium,Pending
U0714,2024-05-07,S009,Dallas,South,Electronics,,17,Premium,Completed
U0908,2024-06-17,S022,Chicago,East,Clothing,,21,Premium,Completed
U1320,2024-06-12,S008,Chicago,East,Clothing,,45,Premium,
U1783,2024-04-10,S020,Chicago,East,Furniture,,19,Basic,Pending
U0643,2024-06-02,S010,New York,East,Electronics,,33,Premium,Completed
U1472,2024-06-24,S013,Chicago,East,Electronics,,31,Premium,Pending
U0907,2024-02-02,S004,Seattle,North,Electronics,842.22,21,Premium,Pending
U2178,2024-04-01,S002,Los Angeles,West,Electronics,429.63,34,Premium,Completed
U2362,2024-03-02,S020,New York,East,Clothing,241.18,31,Premium,
U0254,2024-01-01,S006,Phoenix,West,Electronics,714.56,26,Basic,Completed
U1544,2024-02-07,S023,Boston,East,Clothing,,38,Basic,Completed
U2106,2024-04-04,S001,Minneapolis,North,Clothing,732.55,35,Premium,Completed
U0002,2024-03-14,S005,Minneapolis,North,Electronics,,28,Basic,Pending
U2190,2024-01-20,S010,Denver,North,Clothing,,42,Premium,Pending
U0053,2024-01-31,S022,Denver,North,Electronics,,45,Premium,
U1849,2024-05-07,S014,Houston,South,Furniture,,21,Basic,
U1713,2024-01-18,S006,New York,East,Furniture,562.7,36,Basic,Pending
U2243,2024-01-15,S024,Miami,South,Electronics,,20,Premium,Completed
U2766,2024-01-30,S018,Houston,South,Furniture,,16,Basic,
U1958,2024-06-10,S008,Dallas,South,Clothing,,37,Basic,Completed
U2209,2024-04-01,S013,New York,East,Electronics,822.36,39,Basic,
U2100,2024-04-04,S003,Dallas,South,Clothing,,35,Basic,Completed
U0089,2024-01-11,S015,Phoenix,West,Electronics,,34,Premium,Completed
U2880,2024-06-27,S009,Los Angeles,West,Electronics,448.61,37,Basic,Pending
U2510,2024-02-23,S023,Boston,East,Furniture,,37,Premium,
U2036,2024-04-15,S011,Minneapolis,North,Electronics,897.61,20,Premium,Completed
U0403,2024-03-11,S006,San Diego,West,Clothing,,25,Premium,Pending
U1824,2024-02-26,S016,Seattle,North,Electronics,,26,Basic,Completed
U1020,2024-05-05,S011,Minneapolis,North,Clothing,,35,Basic,Pending
U1066,2024-05-15,S019,Miami,South,Clothing,,24,Basic,
U1506,2024-01-31,S021,San Diego,West,Clothing,,29,Premium,
U1716,2024-03-24,S004,Miami,South,Clothing,160.13,17,Basic,Completed
U1833,2024-04-16,S008,Dallas,South,Furniture,744.9,16,Basic,
U0883,2024-03-06,S005,Seattle,North,Electronics,,29,Basic,Completed
U0763,2024-02-07,S015,Boston,East,Clothing,559.1,45,Premium,Pending
U1413,2024-05-06,S004,Dallas,South,Clothing,,38,Premium,Pending
U0100,2024-02-22,S017,Chicago,East,Furniture,,30,Premium,Completed
U0791,2024-04-23,S019,Chicago,East,Electronics,,26,Premium,
U1617,2024-05-04,S001,Miami,South,Clothing,,36,Premium,
U0576,2024-05-13,S004,Dallas,South,Electronics,,44,Premium,Completed
U0201,2024-06-22,S005,Minneapolis,North,Clothing,,40,Premium,Completed
U0871,2024-04-18,S013,Miami,South,Furniture,42.48,21,Basic,Pending
U2965,2024-06-12,S013,Phoenix,West,Electronics,,36,Basic,
U1172,2024-04-21,S012,New York,East,Furniture,,34,Premium,Completed
U0770,2024-02-07,S025,Minneapolis,North,Clothing,869.82,45,Premium,Pending
U0205,2024-06-16,S011,Los Angeles,West,Electronics,,31,Basic,
U2931,2024-06-25,S007,Phoenix,West,Electronics,952.63,32,Premium,Pending
U1046,2024-06-12,S002,Los Angeles,West,Clothing,,27,Basic,Pending
U2085,2024-03-28,S011,Phoenix,West,Electronics,207.11,36,Premium,Pending
U2110,2024-06-14,S015,Boston,East,Clothing,333.32,17,Premium,Completed
U2558,2024-06-12,S017,Los Angeles,West,Clothing,,25,Basic,Completed
U1995,2024-04-25,S020,Seattle,North,Electronics,,41,Premium,Pending
U2484,2024-05-14,S004,Boston,East,Furniture,,27,Basic,Pending
U2120,2024-04-18,S019,Los Angeles,West,Furniture,,30,Basic,
U2920,2024-05-13,S006,Chicago,East,Electronics,,43,Premium,
U1315,2024-01-08,S012,Minneapolis,North,Electronics,,36,Premium,
U1425,2024-04-18,S005,Denver,North,Furniture,,27,Premium,Completed
U2370,2024-06-16,S013,Boston,East,Electronics,,19,Basic,
U1975,2024-03-26,S011,Los Angeles,West,Furniture,,45,Basic,Pending
U2245,2024-05-04,S001,New York,East,Electronics,168.59,26,Premium,Completed
U1893,2024-02-15,S019,Houston,South,Clothing,568.97,23,Basic,Pending
U0286,2024-06-12,S002,Minneapolis,North,Furniture,,43,Basic,Pending
U1747,2024-01-28,S015,New York,East,Furniture,,33,Basic,Completed
U2958,2024-01-03,S023,Dallas,South,Furniture,,41,Basic,Pending
U1868,2024-01-30,S005,Phoenix,West,Clothing,332.66,39,Basic,
U2065,2024-04-09,S002,New York,East,Furniture,,20,Premium,Completed
U0580,2024-03-12,S022,New York,East,Clothing,,44,Premium,Pending
U2698,2024-05-03,S025,Houston,South,Electronics,626.66,44,Basic,Completed
U2777,2024-05-28,S012,Dallas,South,Clothing,,27,Basic,Pending
U1865,2024-04-14,S020,Seattle,North,Furniture,,32,Premium,Completed
U1178,2024-03-09,S023,Los Angeles,West,Furniture,,45,Basic,Completed
U2763,2024-04-07,S020,Seattle,North,Clothing,216.28,21,Premium,Completed
U2374,2024-01-20,S023,Seattle,North,Furniture,,27,Basic,Pending
U2752,2024-03-03,S011,Dallas,South,Electronics,502.98,34,Premium,Completed
U1347,2024-01-10,S013,Los Angeles,West,Electronics,,29,Premium,Completed
U2065,2024-01-09,S018,Boston,East,Clothing,,37,Basic,Pending
U1378,2024-06-02,S008,Miami,South,Electronics,332.27,32,Premium,Pending
U2016,2024-01-23,S019,New York,East,Clothing,414.86,18,Basic,Pending
U0994,2024-05-09,S010,Miami,South,Clothing,,41,Premium,Completed
U0851,2024-01-24,S022,Miami,South,Electronics,,20,Premium,Pending
U1610,2024-05-17,S006,Denver,North,Furniture,,37,Premium,Pending
U0011,2024-01-11,S022,Phoenix,West,Furniture,,33,Basic,
U0204,2024-01-23,S013,Minneapolis,North,Furniture,,18,Premium,
U1385,2024-03-12,S004,New York,East,Clothing,412.63,22,Premium,
U2852,2024-02-20,S021,Boston,East,Clothing,,35,Premium,Completed
U0367,2024-01-15,S019,Phoenix,West,Electronics,71.37,34,Premium,Completed
U2266,2024-04-23,S010,Phoenix,West,Electronics,856.54,17,Premium,
U2637,2024-02-29,S003,Minneapolis,North,Clothing,348.4,40,Premium,
U2798,2024-01-13,S023,New York,East,Clothing,,29,Basic,Completed
U0994,2024-04-16,S021,Dallas,South,Furniture,,20,Premium,
U2602,2024-04-19,S010,San Diego,West,Furniture,784.21,24,Basic,Completed
U1424,2024-02-26,S012,Los Angeles,West,Electronics,,37,Premium,Completed
U2511,2024-04-20,S015,Dallas,South,Furniture,,20,Premium,
U2395,2024-02-01,S014,Seattle,North,Furniture,,29,Basic,
U0118,2024-01-27,S016,Houston,South,Clothing,,32,Basic,Pending
U1631,2024-02-02,S014,Boston,East,Electronics,553.85,37,Basic,Completed
U0360,2024-06-16,S015,Miami,South,Electronics,,34,Premium,Completed
U1742,2024-04-20,S023,Houston,South,Furniture,524.58,38,Premium,Pending
U2637,2024-04-11,S006,San Diego,West,Clothing,203.52,35,Premium,Pending
U1194,2024-05-28,S018,Boston,East,Furniture,,26,Basic,Pending
U1905,2024-02-08,S016,Houston,South,Furniture,,33,Premium,
U1513,2024-05-16,S003,San Diego,West,Electronics,,19,Basic,Completed
U1588,2024-03-25,S007,Miami,South,Furniture,,34,Basic,Pending
U1438,2024-01-24,S004,Dallas,South,Furniture,,32,Basic,Completed
U0230,2024-06-15,S023,Seattle,North,Electronics,,24,Premium,
U1832,2024-05-23,S015,Houston,South,Furniture,992.57,23,Premium,Completed
